DataTime,UNIQUEID,DeviceType,Company,DeviceID,Flag,FilterFlag,EvelationFlag,Satellite,Heading,Speed,EvelationUnit,Evelation,Status,Event,Longitude,Latitude,BJ-Longitude,BJ-Latitude,TimeStamp
1427817600,201503312359_126_6512_7283963,1,33010001,01465,0,0,0,0,350,51,0,50,1,4,1201650100,302590850,1201696740,302567366,1427817538
1427817600,201503312359_126_6512_7283964,1,33010001,,0,0,0,0,0,0,0,50,0,4,1202442400,301984650,1202487145,301960070,1427817539
1427817600,201503312359_126_6512_7283965,1,33010001,,0,0,0,0,0,1,0,50,0,4,1201217650,301368240,1201265308,301345349,1427817538
1427817600,201503312359_126_6512_7283966,1,33010001,24436,0,0,0,0,270,0,0,50,0,4,1201225830,302743000,1201273588,302720177,1427838402
1427817600,201503312359_126_6512_7283967,1,33010001,25867,0,0,0,0,280,2,0,50,0,4,1201550100,303370080,1201597100,303346868,1427817538
1427817600,201503312359_126_6512_7283968,1,33010001,25703,0,0,0,0,45,10,0,50,0,4,1201336170,302668830,1201383681,302645873,1427838402
1427817600,201503312359_126_6512_7283969,1,33010001,22151,0,0,0,0,225,5,0,50,0,4,1200936500,302725000,1200984643,302702293,1427838401
1427817600,201503312359_126_6512_7283970,1,33010001,16005,0,0,0,0,240,0,0,50,1,4,1201480300,303275090,1201527490,303251985,1427817538
1427817600,201503312359_126_6512_7283971,1,33010001,,0,0,0,0,70,1,0,50,0,4,1201125600,303171080,1201173572,303148384,1427817538
1427817600,201503312359_126_6512_7283972,1,33010001,01363,0,0,0,0,160,25,0,50,1,4,1201112500,302779180,1201160459,302756447,1427817526
1427817600,201503312359_126_6512_7283973,1,33010001,202242,0,0,0,0,0,0,0,50,0,4,1203501700,303067460,1203547359,303044326,1427817538
1427817600,201503312359_126_6512_7283974,1,33010001,23011,0,0,0,0,225,31,0,50,0,4,1202035330,303510170,1202080943,303486111,1427838401
1427817600,201503312359_126_6512_7283975,1,33010001,,0,0,0,0,0,1,0,50,1,4,1203406500,303060720,1203452022,303037415,1427817538
1427817600,201503312359_126_6512_7283976,1,33010001,23175,0,0,0,0,315,0,0,50,0,4,1202649330,302117000,1202693975,302092466,1427838402
1427817600,201503312359_126_6512_7283977,1,33010001,22239,0,0,0,0,135,0,0,50,1,4,1201591830,302609670,1201638645,302586295,1427838401
1427817600,201503312359_126_6512_7283978,1,33010001,22205,0,0,0,0,0,0,0,50,0,4,1200965670,303144500,1201013828,303121844,1427838402
1427817600,201503312359_126_6512_7283979,1,33010001,01864,0,0,0,0,30,0,0,50,1,4,1200575400,302852610,1200623453,302829552,1427817538
1427817600,201503312359_126_6512_7283980,1,33010001,01275,0,0,0,0,0,0,0,50,0,4,1201409000,303272720,1201456381,303249728,1427817538
1427817600,201503312359_126_6512_7283981,1,33010001,01852,0,0,0,0,80,25,0,50,0,4,1201663000,303097700,1201709644,303074244,1427817538
1427817600,201503312359_126_6512_7283982,1,33010001,23115,0,0,0,0,315,59,0,50,1,4,1201743830,302887170,1201790215,302863538,1427838401
1427817600,201503312359_126_6512_7283983,1,33010001,,0,0,0,0,0,0,0,50,0,4,1201547500,302605570,1201594443,302582275,1427817539
1427817600,201503312359_126_6512_7283984,1,33010001,16359,0,0,0,0,130,3,0,50,1,4,1201707840,302266400,1201754281,302242783,1427817538
1427817600,201503312359_126_6512_7283985,1,33010001,15927,0,0,0,0,260,44,0,50,0,4,1200917900,304424200,1200966199,304401770,1427817538
1427817600,201503312359_126_6512_7283986,1,33010001,,0,0,0,0,340,18,0,50,0,4,1200890050,303204670,1200938258,303182003,1427817539
1427817600,201503312359_126_6512_7283987,1,33010001,20769,0,0,0,0,200,1,0,50,1,4,1201771200,302923950,1201817506,302900271,1427817538
1427817600,201503312359_126_6512_7283988,1,33010001,15017,0,0,0,0,350,0,0,50,1,4,1201759200,302931180,1201805543,302907524,1427817538
1427817600,201503312359_126_6512_7283989,1,33010001,01339,0,0,0,0,90,0,0,50,1,4,1202222000,303132320,1202267162,303107972,1427817538
1427817600,201503312359_126_6512_7283990,1,33010001,10167,0,0,0,0,315,40,0,50,1,4,1201678830,302429830,1201725372,302406279,1427817576
1427817600,201503312359_126_6512_7283991,1,33010001,,0,0,0,0,300,3,0,50,0,4,1201564560,302746320,1201611466,302723007,1427817538
1427817600,201503312359_126_6512_7283992,1,33010001,17201,0,0,0,0,180,37,0,50,0,4,1201859500,302646000,1201905523,302622130,1427834733
1427817600,201503312359_126_6512_7283993,1,33010001,17177,0,0,0,0,180,17,0,50,0,4,1201856500,302932330,1201902556,302908494,1427838402
1427817600,201503312359_126_6512_7283994,1,33010001,,0,0,0,0,0,0,0,50,0,4,1201877060,301924670,1201922973,301900720,1427817539
1427817600,201503312359_126_6512_7283995,1,33010001,200737,0,0,0,0,260,2,0,50,0,4,1201155850,302825240,1201203743,302802484,1427817538
1427817600,201503312359_126_6512_7283996,1,33010001,22430,0,0,0,0,90,0,0,50,0,4,1199781830,302187670,1199828065,302162413,1427838347
1427817600,201503312359_126_6512_7283997,1,33010001,23825,0,0,0,0,45,0,0,50,0,4,1201904170,302493000,1201950052,302469038,1427838401
1427817600,201503312359_126_6512_7283998,1,33010001,02639,0,0,0,0,190,0,0,50,1,4,1201627300,302579060,1201674007,302555617,1427817538
1427817600,201503312359_126_6512_7283999,1,33010001,,0,0,0,0,190,0,0,50,0,4,1201867500,303464050,1201913568,303440265,1427817538
1427817600,201503312359_126_6512_7284000,1,33010001,22132,0,0,0,0,225,2,0,50,0,4,1201947670,302892170,1201993464,302868170,1427838401
