Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6013355304,8763,Contra Costa,94517,Clayton,-121.9288441,37.9505922,7.79,8.13,5-10%,0.043,32.15,8.51449724,23.10,0.013,4.70,256.57,12.46,11.04,4.45,0.45,36.93,602.7763469,55.09,732.6502006,38.93,12,68.94,7.5,39.45,0.55,72.59,2,23.88,1.75,43.94,33.90,4.14,26.38,35.64,34.57,3.29,12.77,9.67,26.76,1.9,5.50,0.6,2.81,6.7,3.73,4.6,39.21,7.9,6.57,18.13,1.88,6.04
6065045228,6517,Riverside ,92241,Indio Hills,-116.2439847,33.8022017,7.78,8.12,5-10%,0.064,91.05,6.792927421,6.01,0.002,0.90,480.57,58.00,13.59,6.40,1.08,43.34,0.100080933,2.54,192.5197599,3.93,0,0.00,1.35,7.65,0.025,3.64,0,0.00,1.2,37.57,20.94,2.56,3.75,26.48,19.17,4.03,27.29,10.44,33.55,7.9,33.89,5.2,38.61,19.3,32.79,4,30.88,12.1,23.80,29.33,3.04,19.02
6087120600,4781,Santa Cruz,95018,Unincorporated Santa Cruz County area,-122.0465656,37.0960709,7.77,8.11,5-10%,0.039,17.65,6.180246881,3.87,0.005,2.28,619.16,69.65,43.01,41.32,0.02,16.90,59.7910347,19.35,514.1157256,21.98,4.5,40.84,22,71.09,0.45,65.92,10,82.97,6.5,81.19,38.88,4.75,39.90,15.22,4.13,4.03,27.29,6.04,3.71,3.4,13.11,1,6.27,14.8,21.51,3.8,28.20,13.4,30.20,15.78,1.64,4.21
6037460501,5614,Los Angeles,91011,La Ca̱ada Flintridge,-118.1926568,34.2181704,7.76,8.09,5-10%,0.061,84.58,11.1492377,56.25,0.062,22.58,818.18,94.84,43.60,42.41,0.00,0.00,998.8543295,63.62,159.9213368,2.68,14.1,73.44,18.5,66.06,0.535,71.59,2,23.88,0,0.00,46.24,5.65,60.25,18.17,6.78,2.92,8.29,7.2,8.66,3.3,12.55,4.2,32.64,9.3,8.53,3.7,26.86,9.6,12.34,13.25,1.37,2.63
6089011001,1785,Shasta ,96001,Unincorporated Shasta County area,-122.4511152,40.5171512,7.75,8.08,5-10%,0.045,39.99,8.222828676,16.69,0.006,2.49,414.12,47.63,28.44,22.10,0.00,0.00,1.019109667,4.38,101.2016974,1.16,0,0.00,3,22.12,0.05,7.35,2,23.88,4,70.42,19.45,2.38,2.61,64.6,73.79,1.37,0.49,16.38,73.37,5.4,23.30,NA,NA,14.5,20.80,1.8,4.89,7.6,5.82,31.46,3.26,22.06
6061020715,3096,Placer ,95661,Roseville,-121.2543801,38.7237694,7.75,8.07,5-10%,0.052,66.81,8.286468446,17.87,0.093,34.85,154.71,5.05,27.41,20.78,0.00,0.00,33.38056757,15.09,563.5385418,25.78,0,0.00,3.75,25.09,0.13,22.37,0,0.00,0,0.00,18.68,2.28,2.08,44.45,48.21,2.53,4.80,14.29,62.05,6.8,29.30,1.9,14.86,17.3,27.85,6.3,60.57,6.2,2.99,32.73,3.40,23.94
6059021817,3848,Orange ,92886,Yorba Linda,-117.7847204,33.8699584,7.75,8.06,5-10%,0.048,55.38,12.05012567,81.07,0.222,65.85,359.93,36.96,32.37,27.11,0.00,0.00,3992.883382,89.27,403.4363793,14.38,0,0.00,0,0.00,0.075,10.15,0,0.00,0,0.00,31.51,3.85,20.98,23.63,14.10,2.61,5.41,11.96,45.80,3.2,12.02,2.4,18.91,14.7,21.27,3.9,29.41,6.6,3.60,19.41,2.01,7.22
6037262200,4405,Los Angeles,90077,Los Angeles,-118.4698011,34.1017214,7.71,8.04,5-10%,0.054,69.57,11.4065172,59.38,0.182,58.54,703.38,77.88,39.86,36.95,0.20,31.14,1221.022329,68.99,4783.87851,99.55,0,0.00,0,0.00,0.21,37.68,0,0.00,6.5,81.19,49.76,6.08,69.71,8.53,0.40,3.75,21.08,4.57,0.44,2.3,7.40,4.1,32.03,3.2,0.29,3.1,18.31,12.9,27.78,12.23,1.27,1.99
6081613900,7097,San Mateo,94025,Menlo Park,-122.1619788,37.4623955,7.69,8.03,5-10%,0.034,10.57,8.125644408,15.20,0.159,53.49,488.19,58.94,61.14,67.33,0.00,0.00,130.7726669,27.01,1462.967045,77.29,4.5,40.84,0,0.00,2.31,93.90,3,33.16,0,0.00,37.01,4.52,34.28,27.42,20.87,3.77,21.44,7.09,8.10,3.9,15.78,1.2,8.49,13.8,19.12,4,30.88,7.6,5.82,16.41,1.70,4.68
6059032041,1011,Orange ,92675,Unincorporated Orange County area,-117.5055177,33.6466007,7.69,8.02,5-10%,0.055,71.80,10.22195812,50.58,0.006,2.58,842.71,96.24,19.32,11.47,2.07,47.86,364.2963359,45.39,384.273532,13.15,14,73.37,0,0.00,0.11,19.25,10,82.97,1,35.72,42.34,5.17,49.55,12.15,1.67,NA,NA,7.15,8.39,NA,NA,2.7,21.42,12.8,16.56,4,30.88,12.5,25.73,14.34,1.49,3.30
6111005802,9547,Ventura ,91320,Thousand Oaks,-118.9727464,34.1780435,7.68,8.01,5-10%,0.045,42.56,9.144112147,39.85,0.033,11.46,474.19,57.50,6.65,1.99,4.89,54.21,193.6943359,34.10,842.2931528,47.24,0,0.00,0.3,2.11,0.3,50.14,11,86.96,0,0.00,33.36,4.07,25.10,19.26,8.28,2.81,7.06,9.98,29.77,1.7,4.67,3.6,28.80,12.1,14.79,4.5,37.71,11.5,20.63,18.18,1.89,6.10
6073008344,3764,San Diego,92122,San Diego,-117.1962537,32.8583742,7.66,7.99,5-10%,0.045,39.99,9.332717727,42.39,0.353,81.39,312.86,28.99,23.25,15.82,11.59,61.52,139.883934,28.11,1361.752338,74.11,0,0.00,0,0.00,0.2,35.62,3,33.16,4.5,72.39,40.44,4.94,44.03,18.51,7.15,2.46,4.18,7.75,12.06,4.4,18.36,1.7,13.30,10.9,12.16,4.8,41.84,12.3,24.94,14.96,1.55,3.73
6081611000,6965,San Mateo,94061,Redwood City,-122.2335642,37.4662884,7.66,7.98,5-10%,0.034,10.57,8.077413799,14.46,0.103,38.31,401.64,43.62,60.34,66.29,0.00,0.00,107.829333,24.26,536.9983514,23.73,0,0.00,30,79.69,0.21,37.68,0,0.00,0,0.00,26.26,3.21,10.67,44.8,48.53,2.95,8.69,8.81,19.58,10.1,42.29,0.9,5.64,16.5,25.72,1.8,4.89,12.1,23.80,23.03,2.39,11.06
6097153501,4816,Sonoma ,95472,Unincorporated Sonoma County area,-122.794423,38.3374068,7.63,7.97,5-10%,0.032,6.38,6.843761459,6.25,0.025,8.84,292.69,22.81,36.30,32.30,21.01,66.34,0.003768033,0.69,277.6245683,7.09,9,58.17,14.5,56.95,0.05,7.35,7,66.74,8.8,88.04,31.04,3.79,19.99,25.64,17.61,4.3,33.73,7.03,7.78,4.7,19.75,2.4,18.91,10.7,11.67,4.2,33.58,9.4,11.62,19.41,2.01,7.24
6079010101,1669,San Luis Obispo,93446,Unincorporated San Luis Obispo County area,-120.7208175,35.6362276,7.63,7.96,5-10%,0.044,37.57,6.616861413,5.44,0.019,6.83,553.03,64.82,47.64,48.33,3.67,51.90,37.87678537,16.22,450.9886142,17.43,0.25,4.12,0,0.00,0.095,11.48,3,33.16,0.3,12.88,24.82,3.03,8.41,46.01,50.47,1.98,1.89,9.29,23.47,6.8,29.30,1.7,13.30,18.5,30.78,2.5,10.66,13.8,32.27,24.27,2.52,12.44
6111007403,5965,Ventura ,91377,Oak Park,-118.7737939,34.1744737,7.63,7.94,5-10%,0.051,64.73,9.431286371,43.72,0.019,7.06,480.62,58.02,15.07,7.55,0.00,0.00,150.5889994,29.27,752.3267267,40.54,1,17.08,0,0.00,0.2,35.62,8,72.15,0,0.00,29.23,3.57,16.17,10.32,0.97,4.06,28.07,9.75,27.63,1.9,5.50,1.9,14.86,12,14.66,4.5,37.71,15,38.78,20.60,2.14,8.52
6073017022,5469,San Diego,92131,San Diego,-117.1043719,32.9050522,7.62,7.93,5-10%,0.047,50.54,9.335502567,42.41,0.231,67.36,310.99,25.71,23.08,15.64,0.00,0.00,90.91273243,22.61,1497.875105,78.03,15.75,75.91,0,0.00,0.86,82.74,2,23.88,5.2,76.36,42.45,5.18,49.91,15.9,4.56,3.15,10.85,7.49,10.12,2.2,6.95,2.5,19.87,11.7,14.05,1.4,2.73,18.3,55.49,14.16,1.47,3.11
6061021131,5526,Placer ,95765,Rocklin,-121.2618313,38.803745,7.61,7.92,5-10%,0.052,66.81,8.106255358,14.93,0.072,26.65,32.57,0.10,16.71,9.02,0.00,0.00,30.3267339,14.40,481.8023578,19.56,0,0.00,0,0.00,0.4,61.58,4,43.78,0,0.00,19.65,2.40,2.76,25.19,16.80,4.93,50.49,11.17,39.21,4,16.21,2.9,22.90,7.5,5.09,6.7,64.51,11.3,19.81,30.60,3.17,20.78
6037262100,2678,Los Angeles,90077,Los Angeles,-118.4570806,34.1085369,7.61,7.90,5-10%,0.052,67.02,11.39244405,59.07,0.156,52.67,754.06,85.72,45.89,45.73,0.01,11.62,1290.48232,69.84,1082.783774,62.98,0,0.00,0,0.00,0.335,54.64,0,0.00,4,70.42,46.23,5.64,60.17,11.32,1.25,2.56,5.03,7.31,9.23,4.1,16.79,7.5,51.10,9.5,8.98,3.4,22.57,7.2,4.74,13.00,1.35,2.45
6041130201,3232,Marin ,94965,Sausalito,-122.4855376,37.8510768,7.61,7.89,5-10%,0.031,3.83,8.465202344,21.93,0.144,49.86,197.96,7.43,46.75,46.88,0.00,0.00,686.0593465,57.78,4382.071747,99.24,2.95,29.86,0.6,3.30,0.025,3.64,11,86.96,1,35.72,34.54,4.22,27.89,34.58,32.70,1.75,1.17,9.33,23.82,0.2,0.04,1.2,8.49,9.8,9.64,3.1,18.31,15.5,41.38,17.40,1.80,5.53
6085507100,3211,Santa Clara,95032,Los Gatos,-121.9735787,37.2380768,7.60,7.88,5-10%,0.041,22.19,7.69869197,10.98,0.155,52.43,291.53,22.74,47.33,47.75,0.00,0.00,176.0200017,32.15,1861.177345,85.00,0,0.00,47.5,89.32,1.175,87.50,2,23.88,0,0.00,36.15,4.41,32.22,16.23,4.90,2.7,6.07,6.68,6.22,3.3,12.55,6.4,45.38,11.9,14.48,3.3,21.11,16,43.89,16.61,1.72,4.87
6089010601,2297,Shasta ,96001,Redding,-122.4129541,40.5631564,7.60,7.87,5-10%,0.045,39.99,7.907016197,12.48,0.031,10.96,341.84,34.96,8.12,2.72,0.00,0.00,1.02437,4.40,380.4835025,12.80,0,0.00,19.5,67.47,0.11,19.25,1,12.45,1,35.72,18.85,2.30,2.22,64.6,73.79,3.36,13.91,16.38,73.37,2.8,9.73,1.4,10.45,11.5,13.52,2.3,8.69,8.2,7.39,31.82,3.30,22.44
6061021035,7748,Placer ,95747,Roseville,-121.3450222,38.7598403,7.58,7.85,5-10%,0.051,63.29,8.438208942,21.39,0.029,10.28,75.62,0.31,9.11,3.25,0.00,0.00,43.74686687,17.20,552.1747961,24.83,0,0.00,0,0.00,0.1,16.64,7,66.74,0,0.00,17.27,2.11,1.43,33.77,31.62,4.35,34.77,16.67,74.64,3.7,14.78,1.5,11.27,12.3,15.33,5.7,53.89,10.6,16.31,34.66,3.60,26.90
6061021204,2546,Placer ,95663,Unincorporated Placer County area,-121.1915419,38.8663777,7.57,7.84,5-10%,0.054,70.52,7.350955866,8.66,0.066,24.33,294.79,23.09,31.53,25.95,200.46,80.62,10.14924367,8.94,383.9639393,13.10,27.3,87.46,15,59.60,0,0.00,0,0.00,0.25,11.59,31.84,3.89,21.63,20.63,9.98,2.42,3.80,9.34,23.94,4.4,18.36,0,0.00,12.7,16.32,8.2,76.69,9.9,13.56,18.78,1.95,6.61
6073017702,3627,San Diego,92024,Encinitas,-117.2996671,33.0572295,7.57,7.83,5-10%,0.043,32.15,9.466440441,44.13,0.260,71.76,229.88,9.00,32.34,27.07,17.60,65.07,35.550766,15.69,747.1718592,40.13,0,0.00,20,68.42,0.025,3.64,8,72.15,0,0.00,35.03,4.28,29.18,18.32,6.94,2.53,4.80,9.5,25.50,6.4,27.61,2.5,19.87,14.5,20.80,2.9,15.84,12.2,24.46,17.06,1.77,5.27
6037920015,6578,Los Angeles,91390,Santa Clarita,-118.527587,34.4734725,7.56,7.82,5-10%,0.065,93.63,9.376598108,42.94,0.029,10.18,647.06,71.79,14.03,6.70,0.00,0.00,242.0246684,38.00,593.0846763,27.91,0,0.00,0,0.00,0.125,21.96,0,0.00,0,0.00,25.73,3.14,9.65,22.24,12.19,4.57,40.47,11.96,45.80,4.5,18.81,2.6,20.58,5.2,1.75,3.3,21.11,7.6,5.82,23.22,2.41,11.23
6097151203,4460,Sonoma ,94931,Cotati,-122.6934004,38.3222713,7.56,7.80,5-10%,0.032,6.38,7.63789889,10.57,0.106,39.09,335.38,32.58,34.66,30.17,0.25,32.86,7.8246266,8.33,408.1483586,14.71,0,0.00,0,0.00,0.025,3.64,6,58.69,1,35.72,21.09,2.58,3.90,37.42,37.18,3.82,22.40,9.76,27.74,4.8,20.29,1.1,7.38,25.7,45.74,3.3,21.11,15.8,42.83,28.29,2.93,17.57
6073017029,8548,San Diego,92014,Fairbanks Ranch,-117.183626,32.9909105,7.55,7.79,5-10%,0.047,47.38,8.423875814,20.80,0.052,18.68,363.53,37.33,5.07,1.34,3.06,50.48,14.17939983,10.13,439.3139539,16.66,0.5,7.71,5,30.88,0.01,1.80,6,58.69,3,63.67,27.75,3.39,13.53,11.02,1.15,4.48,38.18,5.4,1.81,0.6,0.84,2.5,19.87,11.4,13.27,5.8,55.02,18.7,57.38,21.49,2.23,9.42
6027000300,2541,Inyo ,93514,West Bishop,-118.4421772,37.3622921,7.55,7.78,5-10%,0.034,7.54,4.939456205,1.07,0.018,6.68,246.94,11.33,28.11,21.64,1.17,43.93,0,0.00,469.8866335,18.64,1,17.08,0,0.00,0.15,26.67,1,12.45,0,0.00,12.98,1.59,0.22,64.9,74.26,7.43,93.35,14.09,60.78,7.3,31.36,0,0.00,16.8,26.38,1.6,3.58,10.7,16.92,45.89,4.76,44.26
6059032038,6361,Orange ,92692,Mission Viejo,-117.6450407,33.5941166,7.54,7.77,5-10%,0.053,67.90,9.599674943,45.56,0.049,17.69,264.20,15.60,5.97,1.73,0.00,0.00,312.4393311,42.50,735.7596243,39.23,0,0.00,0,0.00,0.3,50.14,6,58.69,0,0.00,26.44,3.23,11.03,19.81,9.07,4.12,29.46,11.29,40.42,3.8,15.24,3.1,24.77,6.8,4.02,5.3,48.26,5.2,1.41,22.53,2.34,10.41
6085504201,5079,Santa Clara,95127,East Foothills,-121.8211438,37.3845939,7.54,7.75,5-10%,0.041,22.19,8.292533917,18.02,0.044,15.82,328.66,31.14,50.56,52.38,0.00,0.00,142.0184021,28.34,264.6422922,6.63,0.5,7.71,3,22.12,0.225,39.77,0,0.00,0,0.00,19.18,2.34,2.44,42.77,45.85,4.57,40.47,11.38,41.16,6.7,28.83,5.3,39.21,8.8,7.55,2.1,7.14,10.3,15.07,31.03,3.22,21.46
6013334006,4755,Contra Costa,94521,Concord,-121.9871443,37.9518749,7.53,7.74,5-10%,0.041,24.88,8.790273988,32.67,0.028,10.07,255.47,12.35,30.16,24.22,0.00,0.00,772.292989,59.86,982.1497627,56.70,0,0.00,6.25,35.35,0.085,11.08,0,0.00,0,0.00,21.49,2.62,4.33,49.49,55.84,3.29,12.77,11.94,45.54,1.8,5.10,5.5,40.44,6.6,3.54,4.1,32.27,7.3,5.01,27.66,2.87,16.82
6081603300,6395,San Mateo,94044,Pacifica,-122.4857197,37.5808674,7.52,7.73,5-10%,0.034,10.57,8.13146381,15.26,0.038,13.63,244.35,10.80,40.77,38.21,0.05,21.48,153.1906713,29.61,1042.642683,60.63,0,0.00,0,0.00,0.15,26.67,1,12.45,0.5,22.08,20.76,2.54,3.62,53.97,61.35,4.6,41.15,10.15,31.03,3.8,15.24,0.5,1.81,8.6,7.24,1.8,4.89,14.2,34.25,28.60,2.97,18.00
6113010508,2657,Yolo ,95616,Unincorporated Yolo County area,-121.7984692,38.5541301,7.52,7.72,5-10%,0.046,44.98,8.682420881,29.18,0.039,14.03,512.92,61.71,15.97,8.43,145.38,79.41,100.6546656,23.54,176.911519,3.35,0,0.00,0,0.00,0.55,72.59,0,0.00,0.8,26.16,28.64,3.50,15.02,25.33,17.15,3.39,14.38,9.91,29.24,1.1,2.30,1.4,10.45,26.5,47.50,1.8,4.89,15.4,40.90,20.73,2.15,8.64
6075031100,6437,San Francisco,94112,San Francisco,-122.4461642,37.7296356,7.52,7.70,5-10%,0.032,6.38,8.667463907,28.69,0.583,92.50,258.79,15.04,63.60,70.99,0.00,0.00,286.7689972,41.00,1612.514923,80.34,0.9,11.83,3.75,25.09,0.07,9.56,0,0.00,1,35.72,33.39,4.08,25.23,27.94,21.67,4.18,30.84,6.34,4.70,5.4,23.30,5.7,41.44,9.3,8.53,0.9,1.15,8.4,8.04,17.78,1.84,5.84
6037621400,4305,Los Angeles,90277,Redondo Beach,-118.3796449,33.8227549,7.51,7.69,5-10%,0.041,24.88,11.88367418,72.58,0.153,52.02,285.94,19.70,54.96,58.69,0.00,0.00,5979.083333,94.00,878.0150712,49.75,4,37.55,15,59.60,0.205,35.98,8,72.15,0,0.00,44.65,5.45,55.82,17.8,6.18,2.94,8.60,8.03,13.91,2,5.86,2.8,22.17,10.8,11.95,2.6,11.87,14,33.21,13.29,1.38,2.65
6059032044,5700,Orange ,92679,Coto de Caza,-117.5916259,33.6153523,7.51,7.68,5-10%,0.053,69.32,9.966448896,48.81,0.060,21.93,415.85,47.78,11.46,4.88,0.00,0.00,331.7656657,43.59,609.0905909,29.13,0.9,11.83,0,0.00,0.21,37.68,1,12.45,0,0.00,26.25,3.21,10.62,12.04,1.60,5.49,64.18,7.32,9.28,2.9,10.31,2,15.64,7.4,4.91,3.2,19.59,17.2,50.27,22.58,2.34,10.49
6085511301,3888,Santa Clara,94301,Palo Alto,-122.1533718,37.4431603,7.51,7.67,5-10%,0.034,10.57,8.170831243,15.91,0.186,59.48,366.64,38.12,41.64,39.52,0.00,0.00,142.8536631,28.47,510.0149433,21.71,9,58.17,10,47.43,0.9,83.40,3,33.16,0,0.00,32.63,3.98,23.22,8.4,0.34,3.67,19.59,6.56,5.75,3.9,15.78,3,23.77,15.4,22.93,3.5,23.75,17.7,52.61,18.16,1.88,6.06
6053012800,4881,Monterey ,93940,Monterey,-121.9095446,36.5895988,7.50,7.65,5-10%,0.036,13.62,5.535733316,2.14,0.139,48.31,370.41,38.72,38.76,35.27,0.00,0.00,0.001206967,0.34,685.2595848,34.93,6.9,47.72,19.25,67.08,0.385,59.79,9,77.30,2.5,59.18,35.18,4.30,29.58,28.05,21.91,4.18,30.84,6.51,5.50,4.3,17.79,0.7,3.74,14.8,21.51,2.6,11.87,10.6,16.31,16.83,1.75,5.04
6085503329,4107,Santa Clara,95135,San Jose,-121.7792597,37.3115068,7.49,7.64,5-10%,0.041,24.88,8.421847042,20.72,0.016,5.92,390.95,41.83,14.75,7.33,0.00,0.00,111.1517664,24.58,902.2671728,51.68,7,50.32,6,35.02,0.11,19.25,0,0.00,0,0.00,21.72,2.65,4.54,22.02,11.78,5.12,55.61,8.64,18.26,7.2,30.87,11.3,66.60,5.4,1.98,3.8,28.20,5.6,1.93,27.23,2.82,16.17
6059042329,4059,Orange ,92677,Laguna Niguel,-117.6978084,33.5316199,7.49,7.63,5-10%,0.052,65.36,9.286901314,41.82,0.105,38.79,177.38,5.91,27.45,20.86,0.00,0.00,234.5550028,37.38,1014.007896,58.79,0,0.00,0,0.00,0.145,24.71,6,58.69,0.2,9.67,28.61,3.49,14.90,19.29,8.40,2.96,8.79,9.11,22.05,4.5,18.81,1.1,7.38,18,29.46,3.7,26.86,19,58.77,20.67,2.14,8.60
6075030202,4438,San Francisco,94122,San Francisco,-122.4673274,37.7630839,7.49,7.61,5-10%,0.032,6.38,8.609120197,26.47,0.170,56.29,258.79,15.04,48.26,49.10,0.00,0.00,348.0863241,44.51,853.3130188,48.03,1.75,22.62,0,0.00,0.16,28.30,0,0.00,0.1,2.52,24.05,2.94,7.32,23.71,14.23,5,52.36,7.95,13.40,4.1,16.79,8.1,53.86,16.1,24.72,1.9,5.57,9.4,11.62,24.59,2.55,12.81
6111006301,6502,Ventura ,91360,Thousand Oaks,-118.897803,34.2252098,7.48,7.60,5-10%,0.048,52.06,9.134571258,39.70,0.011,4.32,573.25,67.07,19.23,11.32,16.85,64.59,90.54333243,22.57,484.6341512,19.84,0,0.00,0,0.00,0.31,51.73,18,97.52,0,0.00,33.40,4.08,25.29,18.95,7.80,4.13,29.66,9.6,26.22,2.1,6.52,0,0.00,10.2,10.72,3.7,26.86,12.7,26.67,17.69,1.84,5.75
6037269500,3797,Los Angeles,90034,Los Angeles,-118.3938372,34.0434085,7.48,7.59,5-10%,0.047,50.54,11.72153182,66.99,0.102,37.83,440.64,52.72,64.26,71.91,0.00,0.00,1792.784668,76.92,585.2547876,27.20,0.1,2.07,6.75,36.81,0.315,51.89,0,0.00,0,0.00,38.06,4.65,37.62,26.53,19.30,4.02,27.12,9.22,22.92,0.4,0.42,1.5,11.27,5.5,2.12,3.5,23.75,5.6,1.93,15.51,1.61,4.07
6059075702,3809,Orange ,92780,North Tustin,-117.8143983,33.7587899,7.47,7.58,5-10%,0.049,59.69,11.84627233,71.15,0.052,18.66,390.96,41.95,45.08,44.46,0.00,0.00,3550.806559,86.96,642.2321054,31.56,0.25,4.12,8.5,42.07,0.23,40.13,0,0.00,0,0.00,35.29,4.31,29.84,27.93,21.66,2.45,4.08,8.22,14.89,5.6,24.12,1.6,12.28,11,12.45,2.4,9.72,15.4,40.90,16.72,1.73,4.94
6081612500,4470,San Mateo,94025,Menlo Park,-122.177794,37.455699,7.47,7.56,5-10%,0.034,10.57,8.087812198,14.59,0.183,58.64,445.10,53.52,59.12,64.63,0.00,0.00,130.6123301,26.99,641.4252686,31.50,50.4,95.95,52,90.64,0.675,77.46,3,33.16,0,0.00,41.52,5.07,47.23,22.82,12.94,3.74,20.89,6.11,3.91,1,1.77,1.3,9.46,10.1,10.44,2.2,7.77,17.1,49.72,14.21,1.47,3.18
6037920338,5711,Los Angeles,91381,Stevenson Ranch,-118.5964298,34.3860838,7.47,7.55,5-10%,0.064,91.05,9.910647406,48.23,0.008,3.17,606.12,68.86,12.09,5.36,0.00,0.00,66.28646593,20.24,NA,NA,0,0.00,0,0.00,0.11,19.25,0,0.00,0,0.00,23.85,2.91,7.04,21,10.36,2.83,7.29,11.66,43.46,4.8,20.29,2,15.64,8.4,6.92,6.7,64.51,14.9,38.10,24.73,2.57,12.95
6073007002,3114,San Diego,92106,San Diego,-117.235636,32.7323705,7.46,7.54,5-10%,0.044,35.16,9.988799803,49.05,0.098,36.52,312.86,28.99,53.76,56.86,0.00,1.90,311.2632701,42.42,467.6834262,18.39,0,0.00,0.6,3.30,0.32,52.64,4,43.78,0.2,9.67,29.73,3.63,16.96,20.42,9.70,5.73,69.53,5.85,2.84,4.1,16.79,0,0.00,9.7,9.46,4.3,35.02,2.6,0.15,19.82,2.06,7.61
6065045122,1514,Riverside ,92210,Indian Wells,-116.3216036,33.7187828,7.46,7.53,5-10%,0.064,91.05,7.194568808,7.73,0.064,23.71,407.93,45.36,12.80,5.81,15.55,63.66,0.054744667,2.05,1457.699576,77.20,0,0.00,0,0.00,0,0.00,9,77.30,0,0.00,31.53,3.85,21.00,14.82,3.61,NA,NA,7.1,8.16,3.9,15.78,0,0.00,15.1,22.22,7.7,73.41,16.4,46.02,18.69,1.94,6.48
6037141700,3161,Los Angeles,90210,Los Angeles,-118.4376439,34.1379878,7.46,7.51,5-10%,0.056,74.10,11.47297029,60.42,0.045,16.24,726.64,83.13,44.45,43.54,0.01,12.41,1137.588318,67.00,732.3753171,38.89,0,0.00,2.8,17.47,0.025,3.64,4,43.78,0,0.00,37.30,4.55,35.28,12.02,1.57,4.43,36.66,6.68,6.22,0.9,1.46,2,15.64,3.7,0.60,6.7,64.51,5.4,1.62,15.79,1.64,4.22
6081612600,4538,San Mateo,94025,Menlo Park,-122.1817224,37.4492215,7.43,7.50,5-10%,0.034,10.57,8.107710349,14.96,0.241,68.84,312.65,25.93,47.12,47.47,0.00,0.00,129.1156667,26.86,698.4608232,35.98,49.5,95.67,51,90.45,0.67,77.23,3,33.16,0.5,22.08,40.46,4.94,44.09,27.82,21.47,3.2,11.37,7.2,8.66,2.1,6.52,1.4,10.45,15.1,22.22,1.8,4.89,13.7,31.74,14.50,1.50,3.39
6001405000,3394,Alameda ,94610,Oakland,-122.2190899,37.8121648,7.42,7.49,5-10%,0.029,3.12,9.284094792,41.73,0.159,53.59,110.41,4.21,60.09,65.86,0.00,0.00,485.8306783,51.05,1813.727192,84.11,0,0.00,32.5,81.69,0.16,28.30,3,33.16,0,0.00,34.85,4.26,28.62,40.17,41.79,3.5,16.22,6.48,5.36,2.6,8.99,3.7,29.53,8.8,7.55,2.9,15.84,3.8,0.60,16.81,1.74,5.03
6067009637,6704,Sacramento ,95757,Elk Grove,-121.4250605,38.3868483,7.41,7.48,5-10%,0.045,42.56,8.815159839,33.18,0.009,3.42,406.54,44.59,6.58,1.94,0.04,19.10,50.38803227,18.13,455.9896803,17.75,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,15.06,1.84,0.58,45.88,50.27,3.91,24.57,14.49,63.40,12.6,49.77,7.6,51.51,15.9,24.17,3.4,22.57,9,10.18,38.86,4.03,33.67
6061020502,4550,Placer ,95603,Unincorporated Placer County area,-121.0997167,38.8567146,7.40,7.46,5-10%,0.056,74.10,7.202148138,7.75,0.067,24.69,340.13,34.84,21.39,13.70,0.20,31.17,6.0775033,7.78,1173.354361,67.59,25.4,86.36,5,30.88,0,0.00,3,33.16,0,0.00,31.83,3.89,21.61,31.79,28.30,1.2,0.32,9.29,23.47,2.9,10.31,1.4,10.45,12.6,16.04,3.8,28.20,13.7,31.74,18.36,1.90,6.27
6073008335,10138,San Diego,92129,San Diego,-117.155987,32.9666949,7.40,7.45,5-10%,0.047,48.45,9.384063096,43.04,0.046,16.28,312.86,28.99,1.18,0.19,0.72,40.62,13.0809199,9.66,555.2680025,25.13,0,0.00,1.5,10.64,0,0.00,1,12.45,2,52.90,22.76,2.78,5.74,19.52,8.66,5.41,62.39,8.12,14.44,2.9,10.31,5.6,40.90,12.1,14.79,4.8,41.84,7.8,6.32,25.67,2.66,14.18
