"GEO_ID","NAME","B03002_001E","B03002_001EA","B03002_001M","B03002_001MA","B03002_002E","B03002_002EA","B03002_002M","B03002_002MA","B03002_003E","B03002_003EA","B03002_003M","B03002_003MA","B03002_004E","B03002_004M","B03002_004MA","B03002_004EA","B03002_005E","B03002_005EA","B03002_005M","B03002_005MA","B03002_006E","B03002_006EA","B03002_006M","B03002_006MA","B03002_007E","B03002_007M","B03002_007MA","B03002_007EA","B03002_008E","B03002_008EA","B03002_008M","B03002_008MA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010EA","B03002_010M","B03002_010MA","B03002_011E","B03002_011EA","B03002_011M","B03002_011MA","B03002_012E","B03002_012M","B03002_012MA","B03002_012EA","B03002_013E","B03002_013EA","B03002_013M","B03002_013MA","B03002_014E","B03002_014EA","B03002_014M","B03002_014MA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016M","B03002_016MA","B03002_016EA","B03002_017E","B03002_017EA","B03002_017M","B03002_017MA","B03002_018E","B03002_018EA","B03002_018M","B03002_018MA","B03002_019E","B03002_019EA","B03002_019M","B03002_019MA","B03002_020E","B03002_020M","B03002_020MA","B03002_020EA","B03002_021E","B03002_021M","B03002_021MA","B03002_021EA",
"1400000US06001407102","Census Tract 4071.02, Alameda County, California","4603","null","966","null","2756","null","810","null","448","null","123","null","819","209","null","null","46","null","49","null","1231","null","780","null","0","13","null","null","0","null","13","null","212","null","115","null","8","null","13","null","204","null","116","null","1847","514","null","null","122","null","122","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","1596","null","560","null","129","null","115","null","40","40","null","null","89","106","null","null",
"1400000US06001407200","Census Tract 4072, Alameda County, California","6901","null","900","null","1960","null","416","null","637","null","286","null","361","174","null","null","14","null","22","null","767","null","290","null","3","6","null","null","0","null","19","null","178","null","106","null","0","null","19","null","178","null","106","null","4941","875","null","null","881","null","381","null","15","null","17","null","80","null","98","null","0","19","null","null","0","null","19","null","3649","null","870","null","316","null","407","null","316","407","null","null","0","19","null","null",
"1400000US06001407300","Census Tract 4073, Alameda County, California","2461","null","398","null","654","null","185","null","307","null","128","null","219","120","null","null","4","null","5","null","67","null","46","null","0","13","null","null","0","null","13","null","57","null","47","null","0","null","13","null","57","null","47","null","1807","381","null","null","642","null","268","null","0","null","13","null","0","null","13","null","20","32","null","null","0","null","13","null","1129","null","383","null","16","null","19","null","12","17","null","null","4","8","null","null",
"1400000US06001407400","Census Tract 4074, Alameda County, California","4183","null","886","null","1970","null","729","null","143","null","90","null","1334","714","null","null","0","null","13","null","349","null","126","null","12","20","null","null","0","null","13","null","132","null","137","null","21","null","32","null","111","null","119","null","2213","465","null","null","320","null","224","null","0","null","13","null","17","null","28","null","0","13","null","null","0","null","13","null","1725","null","502","null","151","null","128","null","53","62","null","null","98","115","null","null",
"1400000US06001407500","Census Tract 4075, Alameda County, California","4242","null","637","null","2080","null","626","null","342","null","207","null","1037","321","null","null","4","null","10","null","569","null","516","null","4","10","null","null","26","null","46","null","98","null","146","null","0","null","13","null","98","null","146","null","2162","478","null","null","218","null","194","null","0","null","13","null","32","null","37","null","0","13","null","null","0","null","13","null","1711","null","573","null","201","null","276","null","201","276","null","null","0","13","null","null",
"1400000US06001407600","Census Tract 4076, Alameda County, California","5947","null","915","null","4196","null","730","null","1368","null","539","null","1932","442","null","null","0","null","19","null","465","null","165","null","0","19","null","null","0","null","19","null","431","null","323","null","0","null","19","null","431","null","323","null","1751","673","null","null","245","null","226","null","20","null","38","null","0","null","19","null","0","19","null","null","0","null","19","null","1133","null","637","null","353","null","328","null","31","47","null","null","322","322","null","null",
"1400000US06001407700","Census Tract 4077, Alameda County, California","4255","null","581","null","3610","null","551","null","1513","null","331","null","1595","372","null","null","0","null","13","null","232","null","136","null","24","26","null","null","14","null","22","null","232","null","133","null","0","null","13","null","232","null","133","null","645","148","null","null","323","null","184","null","6","null","9","null","0","null","13","null","4","8","null","null","0","null","13","null","117","null","106","null","195","null","141","null","97","87","null","null","98","108","null","null",
"1400000US06001407800","Census Tract 4078, Alameda County, California","2734","null","308","null","2116","null","271","null","820","null","167","null","726","215","null","null","0","null","13","null","423","null","113","null","3","7","null","null","1","null","2","null","143","null","73","null","5","null","9","null","138","null","74","null","618","205","null","null","270","null","94","null","0","null","13","null","5","null","9","null","7","14","null","null","0","null","13","null","242","null","179","null","94","null","87","null","67","82","null","null","27","22","null","null",
"1400000US06001407900","Census Tract 4079, Alameda County, California","2800","null","428","null","2580","null","432","null","1325","null","222","null","559","199","null","null","0","null","13","null","333","null","73","null","0","13","null","null","31","null","47","null","332","null","251","null","0","null","13","null","332","null","251","null","220","128","null","null","51","null","36","null","0","null","13","null","0","null","13","null","11","18","null","null","0","null","13","null","124","null","117","null","34","null","34","null","15","24","null","null","19","22","null","null",
"1400000US06001408000","Census Tract 4080, Alameda County, California","2827","null","432","null","2354","null","378","null","1602","null","337","null","301","184","null","null","15","null","24","null","331","null","156","null","0","13","null","null","10","null","15","null","95","null","77","null","0","null","13","null","95","null","77","null","473","221","null","null","144","null","74","null","4","null","7","null","17","null","27","null","0","13","null","null","0","null","13","null","185","null","130","null","123","null","100","null","108","102","null","null","15","22","null","null",
"1400000US06001408100","Census Tract 4081, Alameda County, California","6795","null","755","null","6138","null","772","null","2512","null","361","null","1460","505","null","null","0","null","19","null","1832","null","496","null","0","19","null","null","0","null","19","null","334","null","162","null","20","null","34","null","314","null","161","null","657","251","null","null","118","null","60","null","0","null","19","null","0","null","19","null","30","33","null","null","0","null","19","null","320","null","213","null","189","null","130","null","128","112","null","null","61","60","null","null",
"1400000US06001408200","Census Tract 4082, Alameda County, California","4588","null","695","null","3579","null","524","null","819","null","202","null","2115","438","null","null","0","null","13","null","213","null","108","null","29","41","null","null","0","null","13","null","403","null","203","null","54","null","67","null","349","null","203","null","1009","470","null","null","504","null","371","null","12","null","18","null","25","null","41","null","0","13","null","null","0","null","13","null","316","null","243","null","152","null","112","null","102","91","null","null","50","49","null","null",
"1400000US06001408300","Census Tract 4083, Alameda County, California","4954","null","694","null","3999","null","668","null","977","null","176","null","1894","498","null","null","6","null","9","null","674","null","324","null","59","64","null","null","46","null","71","null","343","null","184","null","11","null","17","null","332","null","181","null","955","283","null","null","315","null","222","null","25","null","39","null","12","null","20","null","0","13","null","null","51","null","70","null","500","null","280","null","52","null","50","null","0","13","null","null","52","50","null","null",
"1400000US06001408400","Census Tract 4084, Alameda County, California","3278","null","550","null","2045","null","398","null","291","null","157","null","1507","389","null","null","0","null","13","null","141","null","163","null","6","11","null","null","12","null","19","null","88","null","71","null","0","null","13","null","88","null","71","null","1233","527","null","null","145","null","154","null","14","null","21","null","0","null","13","null","0","13","null","null","0","null","13","null","893","null","424","null","181","null","199","null","140","166","null","null","41","62","null","null",
"1400000US06001408500","Census Tract 4085, Alameda County, California","5796","null","760","null","2984","null","581","null","150","null","159","null","2405","547","null","null","1","null","4","null","169","null","214","null","82","78","null","null","26","null","37","null","151","null","143","null","27","null","41","null","124","null","111","null","2812","626","null","null","119","null","106","null","114","null","122","null","1","null","2","null","0","19","null","null","0","null","19","null","2408","null","585","null","170","null","154","null","68","73","null","null","102","155","null","null",
"1400000US06001408600","Census Tract 4086, Alameda County, California","7159","null","1076","null","3450","null","873","null","228","null","117","null","2597","861","null","null","14","null","18","null","352","null","316","null","0","19","null","null","32","null","50","null","227","null","206","null","0","null","19","null","227","null","206","null","3709","849","null","null","495","null","299","null","42","null","36","null","0","null","19","null","0","19","null","null","0","null","19","null","2797","null","735","null","375","null","349","null","75","66","null","null","300","335","null","null",
"1400000US06001408700","Census Tract 4087, Alameda County, California","7536","null","1294","null","4085","null","703","null","596","null","257","null","2922","576","null","null","0","null","19","null","404","null","253","null","0","19","null","null","0","null","19","null","163","null","163","null","0","null","19","null","163","null","163","null","3451","1164","null","null","321","null","245","null","0","null","19","null","29","null","46","null","0","19","null","null","0","null","19","null","2907","null","1189","null","194","null","166","null","163","160","null","null","31","34","null","null",
"1400000US06001408800","Census Tract 4088, Alameda County, California","6622","null","1132","null","3516","null","762","null","471","null","407","null","2465","717","null","null","0","null","19","null","363","null","159","null","144","186","null","null","0","null","19","null","73","null","68","null","25","null","39","null","48","null","54","null","3106","1152","null","null","220","null","132","null","38","null","60","null","31","null","53","null","0","19","null","null","0","null","19","null","2171","null","746","null","646","null","776","null","646","776","null","null","0","19","null","null",
"1400000US06001408900","Census Tract 4089, Alameda County, California","3660","null","504","null","1126","null","214","null","177","null","118","null","733","203","null","null","0","null","13","null","126","null","82","null","30","28","null","null","0","null","13","null","60","null","64","null","0","null","13","null","60","null","64","null","2534","481","null","null","333","null","185","null","86","null","90","null","0","null","13","null","0","13","null","null","0","null","13","null","2017","null","516","null","98","null","96","null","57","75","null","null","41","62","null","null",
"1400000US06001409000","Census Tract 4090, Alameda County, California","4756","null","976","null","1978","null","380","null","67","null","76","null","1456","341","null","null","0","null","13","null","252","null","142","null","0","13","null","null","41","null","62","null","162","null","239","null","150","null","238","null","12","null","17","null","2778","816","null","null","226","null","148","null","0","null","13","null","55","null","82","null","0","13","null","null","0","null","13","null","2445","null","817","null","52","null","54","null","6","15","null","null","46","50","null","null",
"1400000US06001409100","Census Tract 4091, Alameda County, California","2477","null","329","null","1043","null","288","null","223","null","217","null","623","209","null","null","13","null","21","null","117","null","80","null","4","7","null","null","13","null","20","null","50","null","47","null","0","null","13","null","50","null","47","null","1434","256","null","null","396","null","250","null","23","null","27","null","190","null","208","null","0","13","null","null","0","null","13","null","787","null","303","null","38","null","42","null","38","42","null","null","0","13","null","null",
"1400000US06001409200","Census Tract 4092, Alameda County, California","3526","null","459","null","1431","null","220","null","83","null","45","null","1069","202","null","null","0","null","13","null","191","null","89","null","0","13","null","null","7","null","12","null","81","null","56","null","0","null","13","null","81","null","56","null","2095","406","null","null","339","null","168","null","0","null","13","null","0","null","13","null","4","6","null","null","0","null","13","null","1502","null","380","null","250","null","190","null","105","91","null","null","145","135","null","null",
"1400000US06001409300","Census Tract 4093, Alameda County, California","5153","null","783","null","1609","null","333","null","196","null","141","null","1210","292","null","null","0","null","19","null","103","null","99","null","17","24","null","null","0","null","19","null","83","null","65","null","20","null","25","null","63","null","61","null","3544","713","null","null","478","null","240","null","0","null","19","null","119","null","183","null","0","19","null","null","0","null","19","null","2698","null","715","null","249","null","178","null","182","153","null","null","67","89","null","null",
"1400000US06001409400","Census Tract 4094, Alameda County, California","5141","null","719","null","1344","null","334","null","215","null","155","null","657","242","null","null","0","null","19","null","354","null","137","null","12","20","null","null","0","null","19","null","106","null","118","null","0","null","19","null","106","null","118","null","3797","652","null","null","1056","null","495","null","65","null","72","null","34","null","51","null","0","19","null","null","0","null","19","null","2381","null","840","null","261","null","224","null","135","175","null","null","126","141","null","null",
"1400000US06001409500","Census Tract 4095, Alameda County, California","3877","null","550","null","1348","null","434","null","403","null","357","null","728","208","null","null","3","null","5","null","62","null","52","null","73","101","null","null","40","null","50","null","39","null","47","null","0","null","13","null","39","null","47","null","2529","424","null","null","604","null","183","null","10","null","14","null","101","null","120","null","0","13","null","null","0","null","13","null","1755","null","428","null","59","null","56","null","59","56","null","null","0","13","null","null",
"1400000US06001409600","Census Tract 4096, Alameda County, California","4594","null","613","null","1863","null","418","null","169","null","99","null","1483","424","null","null","10","null","16","null","106","null","115","null","39","36","null","null","33","null","52","null","23","null","27","null","0","null","13","null","23","null","27","null","2731","587","null","null","405","null","221","null","32","null","46","null","3","null","6","null","0","13","null","null","0","null","13","null","2011","null","526","null","280","null","270","null","245","267","null","null","35","35","null","null",
"1400000US06001409700","Census Tract 4097, Alameda County, California","5226","null","869","null","2730","null","767","null","300","null","178","null","1625","366","null","null","0","null","19","null","48","null","50","null","57","56","null","null","0","null","19","null","700","null","643","null","0","null","19","null","700","null","643","null","2496","560","null","null","461","null","303","null","0","null","19","null","0","null","19","null","0","19","null","null","18","null","27","null","1840","null","524","null","177","null","109","null","177","109","null","null","0","19","null","null",
"1400000US06001409800","Census Tract 4098, Alameda County, California","3403","null","730","null","2723","null","570","null","675","null","284","null","1764","500","null","null","8","null","15","null","119","null","83","null","0","13","null","null","34","null","58","null","123","null","68","null","0","null","13","null","123","null","68","null","680","417","null","null","279","null","202","null","29","null","47","null","68","null","106","null","135","221","null","null","0","null","13","null","45","null","49","null","124","null","156","null","23","37","null","null","101","153","null","null",
"1400000US06001409900","Census Tract 4099, Alameda County, California","3695","null","551","null","3177","null","496","null","1036","null","268","null","1490","412","null","null","0","null","13","null","299","null","145","null","0","13","null","null","34","null","38","null","318","null","242","null","9","null","17","null","309","null","239","null","518","324","null","null","184","null","144","null","0","null","13","null","7","null","12","null","0","13","null","null","0","null","13","null","190","null","252","null","137","null","117","null","15","24","null","null","122","118","null","null",
"1400000US06001410000","Census Tract 4100, Alameda County, California","3358","null","538","null","3084","null","566","null","1061","null","290","null","1516","503","null","null","6","null","9","null","84","null","69","null","22","34","null","null","37","null","34","null","358","null","220","null","8","null","12","null","350","null","219","null","274","143","null","null","63","null","84","null","10","null","14","null","0","null","13","null","0","13","null","null","0","null","13","null","76","null","86","null","125","null","103","null","125","103","null","null","0","13","null","null",
"1400000US06001410100","Census Tract 4101, Alameda County, California","2746","null","404","null","2305","null","348","null","429","null","183","null","1486","318","null","null","0","null","13","null","126","null","58","null","26","19","null","null","6","null","9","null","232","null","111","null","15","null","22","null","217","null","108","null","441","134","null","null","25","null","24","null","32","null","31","null","0","null","13","null","0","13","null","null","0","null","13","null","299","null","98","null","85","null","90","null","30","28","null","null","55","85","null","null",
"1400000US06001410200","Census Tract 4102, Alameda County, California","3585","null","538","null","2423","null","342","null","51","null","50","null","1986","347","null","null","29","null","43","null","189","null","139","null","114","150","null","null","0","null","13","null","54","null","88","null","0","null","13","null","54","null","88","null","1162","492","null","null","212","null","143","null","256","null","243","null","0","null","13","null","0","13","null","null","0","null","13","null","643","null","512","null","51","null","81","null","0","13","null","null","51","81","null","null",
"1400000US06001410300","Census Tract 4103, Alameda County, California","3842","null","423","null","1136","null","185","null","103","null","51","null","784","164","null","null","11","null","17","null","110","null","75","null","45","62","null","null","22","null","33","null","61","null","62","null","0","null","13","null","61","null","62","null","2706","457","null","null","648","null","225","null","78","null","104","null","17","null","28","null","12","16","null","null","0","null","13","null","1680","null","442","null","271","null","168","null","231","158","null","null","40","34","null","null",
"1400000US06001410400","Census Tract 4104, Alameda County, California","4398","null","760","null","2142","null","426","null","217","null","109","null","1427","410","null","null","13","null","15","null","348","null","119","null","0","13","null","null","0","null","13","null","137","null","78","null","0","null","13","null","137","null","78","null","2256","693","null","null","407","null","230","null","11","null","17","null","120","null","128","null","35","39","null","null","28","null","30","null","1197","null","304","null","458","null","523","null","443","521","null","null","15","23","null","null",
"1400000US06001410500","Census Tract 4105, Alameda County, California","2547","null","325","null","2334","null","321","null","526","null","325","null","1459","294","null","null","6","null","9","null","252","null","106","null","27","31","null","null","0","null","13","null","64","null","45","null","0","null","13","null","64","null","45","null","213","160","null","null","127","null","151","null","19","null","28","null","0","null","13","null","0","13","null","null","0","null","13","null","59","null","70","null","8","null","10","null","4","7","null","null","4","6","null","null",
"1400000US06001420100","Census Tract 4201, Alameda County, California","2528","null","267","null","2228","null","230","null","1519","null","204","null","32","38","null","null","12","null","18","null","448","null","102","null","0","13","null","null","0","null","13","null","217","null","84","null","0","null","13","null","217","null","84","null","300","150","null","null","98","null","51","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","46","null","30","null","156","null","142","null","108","135","null","null","48","37","null","null",
"1400000US06001420200","Census Tract 4202, Alameda County, California","3326","null","407","null","3103","null","410","null","1099","null","220","null","228","138","null","null","10","null","18","null","1395","null","295","null","0","13","null","null","37","null","48","null","334","null","217","null","0","null","13","null","334","null","217","null","223","121","null","null","44","null","41","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","74","null","63","null","105","null","71","null","57","47","null","null","48","53","null","null",
"1400000US06001420301","Census Tract 4203.01, Alameda County, California","2738","null","354","null","2496","null","333","null","1002","null","281","null","58","51","null","null","0","null","13","null","1397","null","259","null","0","13","null","null","0","null","13","null","39","null","37","null","0","null","13","null","39","null","37","null","242","143","null","null","63","null","71","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","76","null","114","null","103","null","141","null","89","139","null","null","14","20","null","null",
"1400000US06001420302","Census Tract 4203.02, Alameda County, California","2561","null","466","null","2154","null","399","null","819","null","182","null","81","79","null","null","39","null","39","null","902","null","365","null","0","13","null","null","122","null","176","null","191","null","100","null","0","null","13","null","191","null","100","null","407","239","null","null","45","null","42","null","0","null","13","null","0","null","13","null","19","31","null","null","0","null","13","null","238","null","228","null","105","null","85","null","53","63","null","null","52","53","null","null",
"1400000US06001420401","Census Tract 4204.01, Alameda County, California","1180","null","182","null","885","null","154","null","395","null","123","null","11","18","null","null","0","null","13","null","293","null","136","null","9","13","null","null","0","null","13","null","177","null","107","null","28","null","36","null","149","null","102","null","295","174","null","null","106","null","101","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","147","null","149","null","42","null","55","null","25","35","null","null","17","26","null","null",
"1400000US06001420402","Census Tract 4204.02, Alameda County, California","1772","null","242","null","1336","null","241","null","520","null","143","null","43","47","null","null","0","null","13","null","708","null","245","null","0","13","null","null","12","null","19","null","53","null","47","null","0","null","13","null","53","null","47","null","436","187","null","null","165","null","120","null","0","null","13","null","33","null","53","null","0","13","null","null","0","null","13","null","99","null","74","null","139","null","108","null","93","86","null","null","46","59","null","null",
"1400000US06001420500","Census Tract 4205, Alameda County, California","2518","null","291","null","2253","null","225","null","1270","null","156","null","128","103","null","null","19","null","20","null","606","null","145","null","0","13","null","null","6","null","9","null","224","null","77","null","0","null","13","null","224","null","77","null","265","223","null","null","33","null","20","null","0","null","13","null","0","null","13","null","14","20","null","null","0","null","13","null","69","null","73","null","149","null","164","null","118","170","null","null","31","29","null","null",
"1400000US06001420600","Census Tract 4206, Alameda County, California","3522","null","301","null","3057","null","306","null","2301","null","285","null","0","13","null","null","3","null","5","null","455","null","149","null","23","26","null","null","30","null","40","null","245","null","123","null","0","null","13","null","245","null","123","null","465","172","null","null","258","null","112","null","13","null","19","null","0","null","13","null","0","13","null","null","0","null","13","null","57","null","39","null","137","null","94","null","111","87","null","null","26","40","null","null",
"1400000US06001421100","Census Tract 4211, Alameda County, California","2146","null","269","null","2064","null","257","null","1782","null","252","null","41","38","null","null","0","null","13","null","182","null","88","null","9","13","null","null","0","null","13","null","50","null","38","null","5","null","7","null","45","null","38","null","82","77","null","null","71","null","76","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","5","null","8","null","6","null","8","null","0","13","null","null","6","8","null","null",
"1400000US06001421200","Census Tract 4212, Alameda County, California","3690","null","469","null","3599","null","469","null","2438","null","242","null","34","31","null","null","4","null","6","null","701","null","461","null","0","13","null","null","24","null","37","null","398","null","142","null","0","null","13","null","398","null","142","null","91","42","null","null","66","null","37","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","20","null","24","null","5","null","8","null","5","8","null","null","0","13","null","null",
"1400000US06001421300","Census Tract 4213, Alameda County, California","4070","null","399","null","3948","null","412","null","3150","null","335","null","58","61","null","null","6","null","11","null","388","null","184","null","4","8","null","null","5","null","7","null","337","null","149","null","0","null","13","null","337","null","149","null","122","111","null","null","54","null","46","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","68","null","99","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US06001421400","Census Tract 4214, Alameda County, California","1661","null","214","null","1548","null","221","null","1309","null","208","null","28","27","null","null","7","null","10","null","113","null","50","null","4","5","null","null","21","null","32","null","66","null","44","null","0","null","13","null","66","null","44","null","113","111","null","null","16","null","17","null","0","null","13","null","0","null","13","null","11","13","null","null","0","null","13","null","12","null","14","null","74","null","82","null","74","82","null","null","0","13","null","null",
"1400000US06001421500","Census Tract 4215, Alameda County, California","3820","null","436","null","3672","null","435","null","3072","null","425","null","123","95","null","null","0","null","13","null","395","null","114","null","11","17","null","null","19","null","24","null","52","null","43","null","0","null","13","null","52","null","43","null","148","105","null","null","30","null","35","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","91","null","92","null","27","null","40","null","0","13","null","null","27","40","null","null",
"1400000US06001421600","Census Tract 4216, Alameda County, California","3728","null","619","null","3620","null","616","null","2672","null","390","null","108","94","null","null","0","null","13","null","456","null","181","null","27","46","null","null","0","null","13","null","357","null","170","null","8","null","13","null","349","null","173","null","108","63","null","null","45","null","38","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","28","null","26","null","35","null","42","null","35","42","null","null","0","13","null","null",
"1400000US06001421700","Census Tract 4217, Alameda County, California","3734","null","506","null","3467","null","518","null","2625","null","468","null","24","33","null","null","0","null","13","null","717","null","199","null","0","13","null","null","0","null","13","null","101","null","54","null","0","null","13","null","101","null","54","null","267","133","null","null","126","null","100","null","0","null","13","null","40","null","49","null","0","13","null","null","0","null","13","null","101","null","86","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US06001421800","Census Tract 4218, Alameda County, California","2232","null","269","null","2137","null","247","null","1604","null","217","null","31","22","null","null","2","null","4","null","296","null","86","null","0","13","null","null","4","null","6","null","200","null","97","null","17","null","26","null","183","null","91","null","95","47","null","null","41","null","22","null","5","null","7","null","6","null","8","null","0","13","null","null","0","null","13","null","10","null","13","null","33","null","40","null","29","39","null","null","4","6","null","null",
"1400000US06001421900","Census Tract 4219, Alameda County, California","4312","null","529","null","3960","null","543","null","2384","null","569","null","463","360","null","null","0","null","13","null","721","null","156","null","0","13","null","null","40","null","42","null","352","null","108","null","21","null","34","null","331","null","111","null","352","154","null","null","251","null","150","null","24","null","39","null","5","null","11","null","0","13","null","null","0","null","13","null","54","null","51","null","18","null","28","null","17","27","null","null","1","2","null","null",
"1400000US06001422000","Census Tract 4220, Alameda County, California","2157","null","225","null","1962","null","209","null","1291","null","203","null","143","72","null","null","0","null","13","null","294","null","117","null","0","13","null","null","30","null","28","null","204","null","95","null","0","null","13","null","204","null","95","null","195","83","null","null","70","null","50","null","4","null","10","null","2","null","6","null","0","13","null","null","0","null","13","null","0","null","13","null","119","null","66","null","33","30","null","null","86","57","null","null",
"1400000US06001422100","Census Tract 4221, Alameda County, California","3280","null","412","null","2679","null","317","null","1665","null","302","null","394","158","null","null","28","null","27","null","416","null","174","null","0","13","null","null","9","null","14","null","167","null","103","null","0","null","13","null","167","null","103","null","601","280","null","null","116","null","94","null","0","null","13","null","38","null","35","null","0","13","null","null","0","null","13","null","332","null","238","null","115","null","172","null","115","172","null","null","0","13","null","null",
"1400000US06001422200","Census Tract 4222, Alameda County, California","3202","null","572","null","2754","null","575","null","1894","null","591","null","151","95","null","null","0","null","13","null","405","null","120","null","0","13","null","null","0","null","13","null","304","null","146","null","0","null","13","null","304","null","146","null","448","193","null","null","231","null","140","null","0","null","13","null","29","null","42","null","0","13","null","null","4","null","23","null","29","null","30","null","155","null","145","null","116","142","null","null","39","31","null","null",
"1400000US06001422300","Census Tract 4223, Alameda County, California","3608","null","439","null","3245","null","410","null","2070","null","290","null","160","117","null","null","5","null","7","null","725","null","184","null","0","13","null","null","0","null","13","null","285","null","136","null","0","null","13","null","285","null","136","null","363","184","null","null","134","null","99","null","0","null","13","null","0","null","13","null","0","13","null","null","7","null","11","null","46","null","41","null","176","null","166","null","161","165","null","null","15","24","null","null",
"1400000US06001422400","Census Tract 4224, Alameda County, California","4578","null","710","null","3880","null","701","null","1732","null","325","null","53","50","null","null","0","null","13","null","1891","null","679","null","0","13","null","null","16","null","26","null","188","null","116","null","0","null","13","null","188","null","116","null","698","201","null","null","479","null","113","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","197","null","135","null","22","null","35","null","0","13","null","null","22","35","null","null",
"1400000US06001422500","Census Tract 4225, Alameda County, California","4638","null","501","null","4053","null","428","null","2063","null","359","null","169","85","null","null","24","null","38","null","1518","null","259","null","25","38","null","null","0","null","13","null","254","null","96","null","21","null","22","null","233","null","95","null","585","331","null","null","209","null","81","null","0","null","13","null","221","null","314","null","5","10","null","null","9","null","15","null","71","null","44","null","70","null","52","null","61","50","null","null","9","12","null","null",
"1400000US06001422700","Census Tract 4227, Alameda County, California","4975","null","468","null","4172","null","434","null","1956","null","283","null","161","85","null","null","54","null","38","null","1644","null","262","null","12","16","null","null","0","null","13","null","345","null","129","null","60","null","42","null","285","null","121","null","803","164","null","null","457","null","139","null","4","null","6","null","5","null","9","null","20","25","null","null","0","null","13","null","269","null","94","null","48","null","39","null","45","39","null","null","3","6","null","null",
"1400000US06001422800","Census Tract 4228, Alameda County, California","9229","null","681","null","7690","null","613","null","2472","null","327","null","368","188","null","null","11","null","15","null","4271","null","575","null","69","54","null","null","2","null","3","null","497","null","133","null","50","null","41","null","447","null","128","null","1539","274","null","null","656","null","150","null","15","null","20","null","60","null","40","null","57","65","null","null","0","null","19","null","565","null","183","null","186","null","79","null","56","48","null","null","130","72","null","null",
"1400000US06001422901","Census Tract 4229.01, Alameda County, California","2627","null","515","null","2508","null","510","null","947","null","389","null","25","39","null","null","0","null","13","null","1371","null","471","null","106","116","null","null","0","null","13","null","59","null","74","null","0","null","13","null","59","null","74","null","119","91","null","null","59","null","69","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","60","null","57","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US06001422902","Census Tract 4229.02, Alameda County, California","3019","null","559","null","2895","null","556","null","1069","null","353","null","471","263","null","null","0","null","13","null","865","null","417","null","12","18","null","null","207","null","322","null","271","null","78","null","0","null","13","null","271","null","78","null","124","104","null","null","92","null","89","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","32","null","50","null","32","50","null","null","0","13","null","null",
"1400000US06001423000","Census Tract 4230, Alameda County, California","4932","null","873","null","4581","null","861","null","2950","null","650","null","214","171","null","null","6","null","10","null","1299","null","391","null","0","13","null","null","0","null","13","null","112","null","76","null","0","null","13","null","112","null","76","null","351","222","null","null","39","null","51","null","105","null","134","null","9","null","20","null","0","13","null","null","0","null","13","null","105","null","84","null","93","null","76","null","69","75","null","null","24","45","null","null",
"1400000US06001423100","Census Tract 4231, Alameda County, California","4317","null","591","null","3968","null","608","null","1917","null","317","null","1125","517","null","null","0","null","13","null","583","null","186","null","41","66","null","null","3","null","5","null","299","null","153","null","9","null","14","null","290","null","146","null","349","148","null","null","191","null","109","null","0","null","13","null","22","null","34","null","9","14","null","null","0","null","13","null","33","null","23","null","94","null","62","null","46","36","null","null","48","53","null","null",
"1400000US06001423200","Census Tract 4232, Alameda County, California","2945","null","437","null","2107","null","409","null","980","null","186","null","700","332","null","null","0","null","13","null","196","null","103","null","72","93","null","null","0","null","13","null","159","null","72","null","0","null","13","null","159","null","72","null","838","295","null","null","351","null","204","null","11","null","19","null","19","null","30","null","0","13","null","null","0","null","13","null","416","null","290","null","41","null","56","null","9","14","null","null","32","55","null","null",
"1400000US06001423300","Census Tract 4233, Alameda County, California","3521","null","635","null","3071","null","719","null","1717","null","518","null","890","327","null","null","4","null","7","null","177","null","108","null","0","13","null","null","2","null","3","null","281","null","129","null","29","null","40","null","252","null","146","null","450","171","null","null","80","null","58","null","0","null","13","null","57","null","41","null","0","13","null","null","0","null","13","null","89","null","70","null","224","null","150","null","135","137","null","null","89","61","null","null",
