"GEO_ID","NAME","B03002_001E","B03002_001EA","B03002_001M","B03002_001MA","B03002_002E","B03002_002EA","B03002_002M","B03002_002MA","B03002_003E","B03002_003EA","B03002_003M","B03002_003MA","B03002_004E","B03002_004M","B03002_004MA","B03002_004EA","B03002_005E","B03002_005EA","B03002_005M","B03002_005MA","B03002_006E","B03002_006EA","B03002_006M","B03002_006MA","B03002_007E","B03002_007M","B03002_007MA","B03002_007EA","B03002_008E","B03002_008EA","B03002_008M","B03002_008MA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010EA","B03002_010M","B03002_010MA","B03002_011E","B03002_011EA","B03002_011M","B03002_011MA","B03002_012E","B03002_012M","B03002_012MA","B03002_012EA","B03002_013E","B03002_013EA","B03002_013M","B03002_013MA","B03002_014E","B03002_014EA","B03002_014M","B03002_014MA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016M","B03002_016MA","B03002_016EA","B03002_017E","B03002_017EA","B03002_017M","B03002_017MA","B03002_018E","B03002_018EA","B03002_018M","B03002_018MA","B03002_019E","B03002_019EA","B03002_019M","B03002_019MA","B03002_020E","B03002_020M","B03002_020MA","B03002_020EA","B03002_021E","B03002_021M","B03002_021MA","B03002_021EA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Annotation of Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Annotation of Margin of Error!!Total:!!Hispanic or Latino:","Annotation of Estimate!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Annotation of Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US06001400100","Census Tract 4001, Alameda County, California","3035","null","402","null","2910","null","397","null","2205","null","408","null","94","72","null","null","0","null","13","null","424","null","83","null","0","13","null","null","17","null","29","null","170","null","117","null","17","null","25","null","153","null","109","null","125","78","null","null","94","null","69","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","31","null","41","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US06001400200","Census Tract 4002, Alameda County, California","1983","null","209","null","1820","null","210","null","1333","null","171","null","44","31","null","null","6","null","8","null","219","null","102","null","0","13","null","null","7","null","12","null","211","null","106","null","0","null","13","null","211","null","106","null","163","78","null","null","69","null","46","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","27","null","25","null","67","null","52","null","17","25","null","null","50","42","null","null",
"1400000US06001400300","Census Tract 4003, Alameda County, California","5058","null","559","null","4595","null","512","null","3085","null","492","null","433","177","null","null","6","null","15","null","773","null","386","null","34","56","null","null","55","null","71","null","209","null","193","null","0","null","19","null","209","null","193","null","463","246","null","null","177","null","89","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","138","null","144","null","148","null","163","null","148","163","null","null","0","19","null","null",
"1400000US06001400400","Census Tract 4004, Alameda County, California","4179","null","529","null","3706","null","514","null","2695","null","470","null","278","155","null","null","27","null","35","null","418","null","155","null","0","13","null","null","6","null","9","null","282","null","108","null","68","null","103","null","214","null","94","null","473","218","null","null","182","null","130","null","22","null","36","null","9","null","14","null","0","13","null","null","0","null","13","null","195","null","203","null","65","null","50","null","25","25","null","null","40","43","null","null",
"1400000US06001400500","Census Tract 4005, Alameda County, California","4021","null","631","null","3662","null","631","null","1797","null","239","null","1101","606","null","null","0","null","13","null","387","null","140","null","0","13","null","null","0","null","13","null","377","null","213","null","18","null","21","null","359","null","212","null","359","169","null","null","162","null","109","null","8","null","12","null","0","null","13","null","0","13","null","null","0","null","13","null","87","null","87","null","102","null","79","null","23","22","null","null","79","72","null","null",
"1400000US06001400600","Census Tract 4006, Alameda County, California","1812","null","230","null","1686","null","225","null","795","null","132","null","509","170","null","null","7","null","10","null","164","null","72","null","11","18","null","null","38","null","37","null","162","null","68","null","0","null","13","null","162","null","68","null","126","58","null","null","73","null","42","null","2","null","5","null","0","null","13","null","24","27","null","null","0","null","13","null","8","null","10","null","19","null","19","null","0","13","null","null","19","19","null","null",
"1400000US06001400700","Census Tract 4007, Alameda County, California","5165","null","615","null","4428","null","491","null","2245","null","463","null","1477","378","null","null","43","null","56","null","301","null","146","null","0","19","null","null","0","null","19","null","362","null","137","null","29","null","36","null","333","null","127","null","737","538","null","null","143","null","130","null","9","null","14","null","0","null","19","null","0","19","null","null","0","null","19","null","493","null","482","null","92","null","79","null","49","52","null","null","43","38","null","null",
"1400000US06001400800","Census Tract 4008, Alameda County, California","4001","null","492","null","3821","null","496","null","1988","null","468","null","823","336","null","null","0","null","13","null","661","null","383","null","4","8","null","null","0","null","13","null","345","null","198","null","141","null","170","null","204","null","125","null","180","116","null","null","38","null","37","null","34","null","48","null","19","null","21","null","0","13","null","null","0","null","13","null","66","null","94","null","23","null","34","null","23","34","null","null","0","13","null","null",
"1400000US06001400900","Census Tract 4009, Alameda County, California","2853","null","462","null","2322","null","378","null","978","null","191","null","827","353","null","null","54","null","82","null","142","null","111","null","0","13","null","null","0","null","13","null","321","null","161","null","110","null","126","null","211","null","95","null","531","300","null","null","56","null","39","null","19","null","30","null","0","null","13","null","0","13","null","null","0","null","13","null","421","null","306","null","35","null","42","null","35","42","null","null","0","13","null","null",
"1400000US06001401000","Census Tract 4010, Alameda County, California","6057","null","851","null","5155","null","898","null","2138","null","585","null","1649","526","null","null","0","null","19","null","490","null","225","null","95","97","null","null","16","null","32","null","767","null","436","null","68","null","112","null","699","null","413","null","902","307","null","null","136","null","137","null","16","null","31","null","35","null","44","null","0","19","null","null","0","null","19","null","659","null","370","null","56","null","48","null","48","45","null","null","8","15","null","null",
"1400000US06001401100","Census Tract 4011, Alameda County, California","4269","null","595","null","3935","null","631","null","2223","null","429","null","433","243","null","null","0","null","13","null","676","null","244","null","11","19","null","null","59","null","71","null","533","null","317","null","0","null","13","null","533","null","317","null","334","172","null","null","174","null","107","null","17","null","26","null","0","null","13","null","0","13","null","null","0","null","13","null","143","null","144","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US06001401200","Census Tract 4012, Alameda County, California","2654","null","373","null","2403","null","349","null","1692","null","346","null","317","151","null","null","2","null","5","null","265","null","107","null","17","32","null","null","0","null","13","null","110","null","72","null","0","null","13","null","110","null","72","null","251","112","null","null","97","null","69","null","2","null","17","null","0","null","13","null","0","13","null","null","0","null","13","null","120","null","88","null","32","null","25","null","23","21","null","null","9","14","null","null",
"1400000US06001401300","Census Tract 4013, Alameda County, California","3830","null","360","null","3450","null","342","null","1492","null","240","null","831","232","null","null","21","null","20","null","812","null","214","null","0","13","null","null","12","null","20","null","282","null","171","null","0","null","13","null","282","null","171","null","380","147","null","null","105","null","66","null","26","null","33","null","8","null","14","null","7","11","null","null","0","null","13","null","140","null","117","null","94","null","58","null","79","56","null","null","15","19","null","null",
"1400000US06001401400","Census Tract 4014, Alameda County, California","4895","null","872","null","3913","null","665","null","1274","null","329","null","1518","413","null","null","41","null","55","null","586","null","371","null","11","18","null","null","2","null","6","null","481","null","309","null","9","null","21","null","472","null","308","null","982","430","null","null","356","null","216","null","0","null","13","null","0","null","13","null","16","26","null","null","0","null","13","null","568","null","326","null","42","null","37","null","21","26","null","null","21","25","null","null",
"1400000US06001401500","Census Tract 4015, Alameda County, California","2816","null","493","null","2415","null","450","null","926","null","259","null","1223","397","null","null","0","null","13","null","116","null","52","null","19","31","null","null","0","null","13","null","131","null","74","null","6","null","10","null","125","null","75","null","401","234","null","null","54","null","52","null","5","null","8","null","11","null","15","null","0","13","null","null","0","null","13","null","214","null","179","null","117","null","125","null","87","111","null","null","30","27","null","null",
"1400000US06001401600","Census Tract 4016, Alameda County, California","2223","null","354","null","1444","null","217","null","389","null","143","null","722","165","null","null","1","null","3","null","173","null","74","null","22","30","null","null","0","null","13","null","137","null","90","null","0","null","13","null","137","null","90","null","779","304","null","null","238","null","136","null","0","null","13","null","2","null","3","null","7","10","null","null","0","null","13","null","385","null","209","null","147","null","144","null","88","126","null","null","59","66","null","null",
"1400000US06001401700","Census Tract 4017, Alameda County, California","3210","null","544","null","2504","null","522","null","1218","null","306","null","563","326","null","null","0","null","13","null","518","null","140","null","7","11","null","null","17","null","29","null","181","null","99","null","6","null","11","null","175","null","98","null","706","296","null","null","147","null","100","null","0","null","13","null","0","null","13","null","6","10","null","null","22","null","27","null","349","null","162","null","182","null","183","null","124","143","null","null","58","50","null","null",
"1400000US06001401800","Census Tract 4018, Alameda County, California","1730","null","291","null","1330","null","227","null","579","null","128","null","615","197","null","null","3","null","6","null","71","null","41","null","0","13","null","null","13","null","19","null","49","null","41","null","0","null","13","null","49","null","41","null","400","221","null","null","17","null","30","null","18","null","19","null","7","null","12","null","0","13","null","null","0","null","13","null","289","null","213","null","69","null","77","null","0","13","null","null","69","77","null","null",
"1400000US06001402200","Census Tract 4022, Alameda County, California","2387","null","347","null","2004","null","321","null","685","null","176","null","811","273","null","null","10","null","10","null","412","null","137","null","0","13","null","null","0","null","13","null","86","null","46","null","9","null","14","null","77","null","40","null","383","124","null","null","110","null","54","null","10","null","15","null","29","null","29","null","0","13","null","null","0","null","13","null","121","null","52","null","113","null","78","null","58","48","null","null","55","63","null","null",
"1400000US06001402400","Census Tract 4024, Alameda County, California","2401","null","360","null","2269","null","356","null","530","null","192","null","1336","328","null","null","16","null","27","null","263","null","137","null","0","13","null","null","0","null","13","null","124","null","84","null","0","null","13","null","124","null","84","null","132","67","null","null","94","null","63","null","1","null","3","null","0","null","13","null","0","13","null","null","0","null","13","null","20","null","26","null","17","null","27","null","17","27","null","null","0","13","null","null",
"1400000US06001402500","Census Tract 4025, Alameda County, California","1904","null","366","null","1611","null","361","null","139","null","89","null","1133","316","null","null","0","null","13","null","303","null","158","null","0","13","null","null","26","null","38","null","10","null","33","null","0","null","13","null","10","null","33","null","293","145","null","null","18","null","21","null","32","null","34","null","0","null","13","null","0","13","null","null","0","null","13","null","124","null","116","null","119","null","88","null","83","87","null","null","36","34","null","null",
"1400000US06001402600","Census Tract 4026, Alameda County, California","1255","null","236","null","1073","null","233","null","133","null","50","null","324","119","null","null","4","null","8","null","487","null","107","null","0","13","null","null","0","null","13","null","125","null","131","null","0","null","13","null","125","null","131","null","182","103","null","null","83","null","76","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","61","null","47","null","38","null","32","null","5","8","null","null","33","33","null","null",
"1400000US06001402700","Census Tract 4027, Alameda County, California","1927","null","302","null","1567","null","258","null","539","null","188","null","670","127","null","null","10","null","15","null","259","null","130","null","0","13","null","null","57","null","69","null","32","null","25","null","0","null","13","null","32","null","25","null","360","190","null","null","141","null","140","null","19","null","22","null","0","null","13","null","0","13","null","null","0","null","13","null","156","null","124","null","44","null","40","null","28","33","null","null","16","24","null","null",
"1400000US06001402801","Census Tract 4028.01, Alameda County, California","3321","null","613","null","3062","null","582","null","1057","null","165","null","1225","571","null","null","12","null","18","null","541","null","214","null","0","13","null","null","0","null","13","null","227","null","165","null","0","null","13","null","227","null","165","null","259","148","null","null","85","null","99","null","0","null","13","null","23","null","54","null","0","13","null","null","0","null","13","null","95","null","92","null","56","null","64","null","56","64","null","null","0","13","null","null",
"1400000US06001402802","Census Tract 4028.02, Alameda County, California","1337","null","371","null","1215","null","383","null","318","null","227","null","585","309","null","null","0","null","13","null","240","null","148","null","0","13","null","null","0","null","13","null","72","null","68","null","0","null","13","null","72","null","68","null","122","90","null","null","57","null","67","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","65","null","64","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US06001402900","Census Tract 4029, Alameda County, California","1486","null","261","null","1326","null","246","null","343","null","85","null","189","72","null","null","2","null","4","null","700","null","243","null","0","13","null","null","39","null","25","null","53","null","37","null","0","null","13","null","53","null","37","null","160","59","null","null","45","null","40","null","24","null","25","null","0","null","13","null","8","13","null","null","0","null","13","null","50","null","31","null","33","null","23","null","4","6","null","null","29","21","null","null",
"1400000US06001403000","Census Tract 4030, Alameda County, California","2850","null","314","null","2796","null","298","null","214","null","92","null","110","129","null","null","33","null","36","null","2182","null","291","null","110","88","null","null","11","null","16","null","136","null","102","null","0","null","13","null","136","null","102","null","54","59","null","null","31","null","45","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","23","null","25","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US06001403100","Census Tract 4031, Alameda County, California","2077","null","280","null","1723","null","265","null","614","null","193","null","426","190","null","null","0","null","13","null","593","null","131","null","14","21","null","null","7","null","10","null","69","null","50","null","7","null","13","null","62","null","45","null","354","102","null","null","153","null","57","null","6","null","8","null","0","null","13","null","11","16","null","null","0","null","13","null","116","null","57","null","68","null","51","null","43","39","null","null","25","33","null","null",
"1400000US06001403301","Census Tract 4033.01, Alameda County, California","1615","null","392","null","1543","null","384","null","228","null","137","null","18","29","null","null","121","null","91","null","1085","null","422","null","0","13","null","null","33","null","25","null","58","null","67","null","0","null","13","null","58","null","67","null","72","90","null","null","37","null","48","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","35","null","46","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US06001403302","Census Tract 4033.02, Alameda County, California","2389","null","412","null","2151","null","423","null","993","null","259","null","111","113","null","null","0","null","13","null","814","null","323","null","0","13","null","null","0","null","13","null","233","null","141","null","20","null","32","null","213","null","142","null","238","121","null","null","130","null","112","null","0","null","13","null","64","null","69","null","0","13","null","null","0","null","13","null","27","null","22","null","17","null","27","null","17","27","null","null","0","13","null","null",
"1400000US06001403401","Census Tract 4034.01, Alameda County, California","2940","null","344","null","2723","null","368","null","1352","null","285","null","583","297","null","null","14","null","21","null","639","null","213","null","13","19","null","null","0","null","13","null","122","null","81","null","0","null","13","null","122","null","81","null","217","132","null","null","21","null","25","null","17","null","26","null","0","null","13","null","0","13","null","null","0","null","13","null","151","null","121","null","28","null","46","null","28","46","null","null","0","13","null","null",
"1400000US06001403402","Census Tract 4034.02, Alameda County, California","1405","null","217","null","1215","null","156","null","367","null","157","null","363","122","null","null","0","null","13","null","373","null","128","null","41","63","null","null","0","null","13","null","71","null","67","null","0","null","13","null","71","null","67","null","190","179","null","null","162","null","170","null","10","null","24","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","18","null","29","null","18","29","null","null","0","13","null","null",
"1400000US06001403501","Census Tract 4035.01, Alameda County, California","4454","null","737","null","4183","null","721","null","1702","null","502","null","1052","213","null","null","39","null","35","null","985","null","378","null","65","82","null","null","0","null","13","null","340","null","160","null","0","null","13","null","340","null","160","null","271","131","null","null","126","null","68","null","56","null","72","null","0","null","13","null","0","13","null","null","0","null","13","null","42","null","45","null","47","null","37","null","26","26","null","null","21","26","null","null",
"1400000US06001403502","Census Tract 4035.02, Alameda County, California","1902","null","274","null","1571","null","267","null","882","null","173","null","368","182","null","null","0","null","13","null","141","null","84","null","0","13","null","null","17","null","25","null","163","null","61","null","25","null","28","null","138","null","56","null","331","129","null","null","154","null","87","null","16","null","26","null","0","null","13","null","32","45","null","null","0","null","13","null","81","null","57","null","48","null","50","null","20","39","null","null","28","32","null","null",
"1400000US06001403600","Census Tract 4036, Alameda County, California","5582","null","653","null","4606","null","569","null","1583","null","370","null","1930","497","null","null","81","null","59","null","515","null","185","null","0","19","null","null","34","null","39","null","463","null","376","null","0","null","19","null","463","null","376","null","976","338","null","null","283","null","213","null","145","null","130","null","0","null","19","null","95","100","null","null","0","null","19","null","245","null","167","null","208","null","176","null","182","176","null","null","26","23","null","null",
"1400000US06001403701","Census Tract 4037.01, Alameda County, California","2776","null","371","null","2482","null","371","null","1252","null","287","null","564","225","null","null","0","null","13","null","426","null","217","null","0","13","null","null","89","null","112","null","151","null","73","null","0","null","13","null","151","null","73","null","294","104","null","null","144","null","74","null","19","null","29","null","0","null","13","null","7","12","null","null","0","null","13","null","102","null","59","null","22","null","20","null","15","17","null","null","7","11","null","null",
"1400000US06001403702","Census Tract 4037.02, Alameda County, California","1883","null","264","null","1675","null","266","null","1020","null","219","null","307","150","null","null","0","null","13","null","273","null","132","null","0","13","null","null","13","null","22","null","62","null","57","null","0","null","13","null","62","null","57","null","208","114","null","null","36","null","30","null","25","null","30","null","0","null","13","null","0","13","null","null","0","null","13","null","111","null","98","null","36","null","45","null","36","45","null","null","0","13","null","null",
"1400000US06001403800","Census Tract 4038, Alameda County, California","3514","null","330","null","3386","null","329","null","2280","null","258","null","562","337","null","null","6","null","10","null","427","null","140","null","5","8","null","null","0","null","13","null","106","null","64","null","0","null","13","null","106","null","64","null","128","57","null","null","63","null","43","null","0","null","13","null","0","null","13","null","9","14","null","null","0","null","13","null","27","null","20","null","29","null","28","null","27","27","null","null","2","4","null","null",
"1400000US06001403900","Census Tract 4039, Alameda County, California","4122","null","725","null","3671","null","649","null","2499","null","649","null","404","208","null","null","21","null","25","null","596","null","278","null","0","13","null","null","0","null","13","null","151","null","143","null","16","null","30","null","135","null","132","null","451","321","null","null","130","null","78","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","68","null","63","null","253","null","288","null","253","288","null","null","0","13","null","null",
"1400000US06001404000","Census Tract 4040, Alameda County, California","2910","null","329","null","2482","null","320","null","1555","null","239","null","290","138","null","null","29","null","31","null","379","null","122","null","45","47","null","null","0","null","13","null","184","null","85","null","0","null","13","null","184","null","85","null","428","167","null","null","183","null","106","null","24","null","39","null","0","null","13","null","0","13","null","null","0","null","13","null","68","null","46","null","153","null","89","null","79","75","null","null","74","64","null","null",
"1400000US06001404101","Census Tract 4041.01, Alameda County, California","2988","null","315","null","2785","null","310","null","2042","null","336","null","223","92","null","null","12","null","17","null","299","null","94","null","0","13","null","null","54","null","51","null","155","null","99","null","0","null","13","null","155","null","99","null","203","101","null","null","96","null","62","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","57","null","64","null","50","null","41","null","26","23","null","null","24","30","null","null",
"1400000US06001404102","Census Tract 4041.02, Alameda County, California","2637","null","363","null","2374","null","367","null","1531","null","203","null","168","96","null","null","28","null","41","null","335","null","98","null","16","25","null","null","13","null","19","null","283","null","256","null","0","null","13","null","283","null","256","null","263","96","null","null","78","null","47","null","6","null","11","null","0","null","13","null","0","13","null","null","0","null","13","null","113","null","75","null","66","null","56","null","57","58","null","null","9","16","null","null",
"1400000US06001404200","Census Tract 4042, Alameda County, California","3826","null","427","null","3632","null","441","null","2463","null","348","null","287","232","null","null","7","null","10","null","597","null","226","null","39","43","null","null","38","null","31","null","201","null","101","null","16","null","19","null","185","null","99","null","194","82","null","null","101","null","59","null","8","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","37","null","44","null","48","null","47","null","23","23","null","null","25","40","null","null",
"1400000US06001404300","Census Tract 4043, Alameda County, California","3546","null","343","null","3193","null","357","null","2435","null","345","null","58","65","null","null","0","null","13","null","507","null","122","null","0","13","null","null","15","null","24","null","178","null","129","null","39","null","51","null","139","null","87","null","353","158","null","null","42","null","40","null","0","null","13","null","12","null","26","null","0","13","null","null","0","null","13","null","173","null","150","null","126","null","84","null","93","79","null","null","33","43","null","null",
"1400000US06001404400","Census Tract 4044, Alameda County, California","5755","null","546","null","5641","null","534","null","3702","null","477","null","119","88","null","null","24","null","35","null","813","null","252","null","0","19","null","null","58","null","93","null","925","null","330","null","57","null","84","null","868","null","316","null","114","76","null","null","31","null","34","null","0","null","19","null","22","null","33","null","0","19","null","null","0","null","19","null","0","null","19","null","61","null","61","null","61","61","null","null","0","19","null","null",
"1400000US06001404501","Census Tract 4045.01, Alameda County, California","1790","null","189","null","1682","null","191","null","1230","null","175","null","75","43","null","null","0","null","13","null","205","null","90","null","2","4","null","null","14","null","19","null","156","null","91","null","48","null","73","null","108","null","51","null","108","70","null","null","94","null","69","null","0","null","13","null","0","null","13","null","9","13","null","null","0","null","13","null","5","null","8","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US06001404502","Census Tract 4045.02, Alameda County, California","5893","null","605","null","5477","null","640","null","4270","null","530","null","199","180","null","null","0","null","19","null","751","null","457","null","0","19","null","null","9","null","16","null","248","null","144","null","0","null","19","null","248","null","144","null","416","203","null","null","105","null","92","null","37","null","60","null","9","null","13","null","17","27","null","null","0","null","19","null","126","null","108","null","122","null","96","null","113","96","null","null","9","16","null","null",
"1400000US06001404600","Census Tract 4046, Alameda County, California","4936","null","558","null","4740","null","555","null","3203","null","322","null","266","224","null","null","0","null","13","null","586","null","177","null","137","127","null","null","21","null","25","null","527","null","270","null","116","null","164","null","411","null","220","null","196","118","null","null","100","null","81","null","0","null","13","null","0","null","13","null","41","38","null","null","0","null","13","null","49","null","43","null","6","null","9","null","6","9","null","null","0","13","null","null",
"1400000US06001404700","Census Tract 4047, Alameda County, California","2099","null","252","null","1937","null","252","null","1454","null","220","null","100","52","null","null","0","null","13","null","263","null","148","null","8","12","null","null","32","null","47","null","80","null","43","null","0","null","13","null","80","null","43","null","162","85","null","null","134","null","80","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","22","null","23","null","6","null","8","null","0","13","null","null","6","8","null","null",
"1400000US06001404800","Census Tract 4048, Alameda County, California","2650","null","305","null","2272","null","360","null","1396","null","293","null","304","189","null","null","19","null","25","null","376","null","138","null","0","13","null","null","10","null","16","null","167","null","91","null","0","null","13","null","167","null","91","null","378","151","null","null","156","null","131","null","0","null","13","null","109","null","138","null","0","13","null","null","0","null","13","null","59","null","47","null","54","null","64","null","54","64","null","null","0","13","null","null",
"1400000US06001404900","Census Tract 4049, Alameda County, California","4253","null","463","null","3630","null","376","null","2447","null","316","null","350","133","null","null","28","null","23","null","580","null","135","null","36","40","null","null","7","null","12","null","182","null","88","null","20","null","31","null","162","null","87","null","623","309","null","null","213","null","107","null","0","null","13","null","5","null","10","null","21","26","null","null","24","null","37","null","174","null","196","null","186","null","145","null","127","135","null","null","59","61","null","null",
