CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
9229633,2,1,3,M,23,3,1,P,V,1,ALAMEDA,OAKLAND,2020
9230047,2,1,4,M,63,4,-,P,A,0,ALAMEDA,OAKLAND,2020
9232712,2,1,4,M,61,2,-,-,-,-,ALAMEDA,OAKLAND,2020
9234906,2,1,4,M,35,4,-,-,V,1,ALAMEDA,OAKLAND,2020
9234907,1,1,3,M,57,4,-,-,-,0,ALAMEDA,OAKLAND,2020
9237159,2,1,3,M,55,4,-,P,-,0,ALAMEDA,OAKLAND,2020
9244971,2,1,3,M,62,4,-,P,-,0,ALAMEDA,OAKLAND,2021
9247332,2,1,2,-,998,2,-,W,-,1,ALAMEDA,OAKLAND,2021
9247336,2,1,3,F,42,4,-,-,-,-,ALAMEDA,OAKLAND,2021
9253729,2,1,3,F,30,2,-,-,P,0,ALAMEDA,OAKLAND,2020
9253916,2,1,3,F,78,4,-,P,B,3,ALAMEDA,OAKLAND,2020
9258222,2,1,3,F,48,3,-,P,-,-,ALAMEDA,OAKLAND,2021
9300559,1,1,4,M,54,3,1,P,V,1,ALAMEDA,OAKLAND,2021
9300559,2,1,2,F,18,0,3,M,G,0,ALAMEDA,OAKLAND,2021
9300559,2,2,2,F,3,0,6,M,Q,0,ALAMEDA,OAKLAND,2021
9303345,3,1,3,M,24,4,-,-,-,0,ALAMEDA,OAKLAND,2021
9308686,1,1,2,M,38,0,3,M,G,0,ALAMEDA,OAKLAND,2021
9308686,2,1,4,M,73,4,-,W,-,0,ALAMEDA,OAKLAND,2021
9308771,2,1,3,F,24,4,-,-,-,-,ALAMEDA,OAKLAND,2021
9309151,1,1,3,M,64,3,0,M,A,0,ALAMEDA,OAKLAND,2021
9316964,2,1,3,F,39,4,-,P,-,0,ALAMEDA,OAKLAND,2021
9318543,3,1,3,M,48,4,-,P,H,0,ALAMEDA,OAKLAND,2021
9320054,2,1,3,M,66,1,-,-,-,-,ALAMEDA,OAKLAND,2020
9324590,2,1,4,F,21,4,-,P,V,1,ALAMEDA,OAKLAND,2021
9324604,2,1,3,M,60,4,-,-,-,-,ALAMEDA,OAKLAND,2021
9338682,2,1,3,F,23,4,-,N,A,0,ALAMEDA,OAKLAND,2021
9339844,1,1,3,-,10,2,-,-,-,0,ALAMEDA,OAKLAND,2021
9347671,2,1,3,M,73,4,-,-,-,0,ALAMEDA,OAKLAND,2021
9356671,3,1,4,F,55,3,9,P,V,0,ALAMEDA,OAKLAND,2021
9357380,2,1,3,M,49,4,-,-,-,0,ALAMEDA,OAKLAND,2021
9360432,2,1,4,-,41,3,2,P,V,3,ALAMEDA,OAKLAND,2021
9361403,1,1,4,-,56,4,-,P,A,0,ALAMEDA,OAKLAND,2021
9361898,2,1,1,F,31,4,1,M,G,-,ALAMEDA,OAKLAND,2021
9361898,3,1,4,M,61,4,-,-,-,-,ALAMEDA,OAKLAND,2021
9368960,2,1,4,-,20,4,-,P,W,1,ALAMEDA,OAKLAND,2021
9370174,2,1,3,F,65,4,-,-,-,0,ALAMEDA,OAKLAND,2021
9372282,2,1,4,M,56,4,1,P,V,0,ALAMEDA,OAKLAND,2021
9375057,2,1,3,M,28,4,-,-,-,0,ALAMEDA,OAKLAND,2021
9376084,2,1,3,M,6,2,-,-,-,0,ALAMEDA,OAKLAND,2021
9376891,1,1,4,F,15,4,1,P,W,1,ALAMEDA,OAKLAND,2021
9376911,1,1,3,M,19,3,-,-,-,-,ALAMEDA,OAKLAND,2021
9382071,2,1,3,M,52,2,-,-,-,-,ALAMEDA,OAKLAND,2021
9386805,2,1,3,F,57,4,-,-,-,-,ALAMEDA,OAKLAND,2021
9386969,2,1,3,M,31,4,9,-,-,0,ALAMEDA,OAKLAND,2021
9392901,2,1,4,M,48,4,-,P,W,1,ALAMEDA,OAKLAND,2021
9395636,1,1,3,F,28,4,-,-,-,-,ALAMEDA,OAKLAND,2021
9416861,2,1,4,M,28,4,-,P,V,0,ALAMEDA,OAKLAND,2021
9417288,1,1,4,M,14,4,-,P,B,1,ALAMEDA,OAKLAND,2021
9417770,2,1,3,F,12,3,-,-,-,-,ALAMEDA,OAKLAND,2021
9417770,3,1,3,F,10,4,-,-,-,-,ALAMEDA,OAKLAND,2021
9417786,2,1,3,F,85,4,-,P,-,0,ALAMEDA,OAKLAND,2021
9417830,2,1,3,F,83,4,-,P,A,0,ALAMEDA,OAKLAND,2021
9420959,3,1,3,M,20,4,-,P,B,0,ALAMEDA,OAKLAND,2021
9420959,4,1,3,F,22,4,-,P,B,0,ALAMEDA,OAKLAND,2021
9422546,2,1,3,M,36,3,-,-,P,0,ALAMEDA,OAKLAND,2022
9423183,1,1,3,F,34,2,-,-,-,0,ALAMEDA,OAKLAND,2021
9428483,2,1,3,M,41,4,-,P,B,0,ALAMEDA,OAKLAND,2021
9428881,2,1,3,M,71,4,-,-,-,-,ALAMEDA,OAKLAND,2021
9428951,3,1,3,F,10,3,-,P,-,0,ALAMEDA,OAKLAND,2021
9430775,2,1,1,M,21,4,1,L,B,0,ALAMEDA,OAKLAND,2021
9430775,5,1,3,M,49,3,-,-,-,-,ALAMEDA,OAKLAND,2021
9430850,2,1,3,M,10,3,-,-,-,-,ALAMEDA,OAKLAND,2022
9431385,1,1,4,M,14,2,2,P,V,1,ALAMEDA,OAKLAND,2021
9431385,2,1,2,M,12,0,3,M,G,0,ALAMEDA,OAKLAND,2021
9431922,2,1,4,M,56,4,1,-,W,1,ALAMEDA,OAKLAND,2021
9431963,1,1,2,M,998,0,3,M,G,0,ALAMEDA,OAKLAND,2022
9431963,2,1,3,F,33,3,-,-,-,0,ALAMEDA,OAKLAND,2022
9432942,1,1,2,M,998,0,3,-,-,0,ALAMEDA,OAKLAND,2022
9432942,2,1,4,M,33,3,-,P,V,1,ALAMEDA,OAKLAND,2022
9436216,2,1,4,M,21,3,-,N,V,1,ALAMEDA,OAKLAND,2022
9437778,2,1,3,-,11,4,-,-,-,-,ALAMEDA,OAKLAND,2022
9438949,1,1,4,M,66,4,1,P,V,1,ALAMEDA,OAKLAND,2022
9441499,2,1,3,M,84,4,1,M,A,1,ALAMEDA,OAKLAND,2022
9442339,1,1,2,F,77,0,3,M,G,0,ALAMEDA,OAKLAND,2021
9442339,2,1,3,M,54,4,-,-,-,-,ALAMEDA,OAKLAND,2021
9443286,1,1,3,-,13,4,-,P,A,0,ALAMEDA,OAKLAND,2021
9444775,2,1,3,M,22,3,-,P,A,0,ALAMEDA,OAKLAND,2021
9445236,2,1,4,M,27,2,-,P,V,1,ALAMEDA,OAKLAND,2022
9447861,2,1,3,F,79,3,-,P,-,0,ALAMEDA,OAKLAND,2022
9449031,2,1,4,M,23,4,-,P,W,1,ALAMEDA,OAKLAND,2022
9449884,2,1,4,M,42,3,-,-,V,3,ALAMEDA,OAKLAND,2022
9449890,1,1,4,M,64,3,-,P,V,2,ALAMEDA,OAKLAND,2022
9450672,1,1,2,F,20,0,3,M,G,0,ALAMEDA,OAKLAND,2022
9450672,2,1,3,F,57,2,-,P,A,1,ALAMEDA,OAKLAND,2022
9450672,3,1,3,M,57,2,-,P,A,1,ALAMEDA,OAKLAND,2022
9451369,2,1,3,M,29,3,-,-,-,-,ALAMEDA,OAKLAND,2022
9453307,2,1,3,F,68,4,0,P,-,0,ALAMEDA,OAKLAND,2022
9453307,3,1,3,F,6,4,0,P,-,0,ALAMEDA,OAKLAND,2022
9453619,1,1,2,F,25,0,3,L,G,0,ALAMEDA,OAKLAND,2022
9453619,2,1,2,F,0,0,4,L,Q,0,ALAMEDA,OAKLAND,2022
9453619,3,1,3,-,71,4,-,-,-,0,ALAMEDA,OAKLAND,2022
9454570,1,1,3,F,26,4,-,-,-,0,ALAMEDA,OAKLAND,2022
9456863,2,1,3,M,59,3,-,P,A,0,ALAMEDA,OAKLAND,2022
9457729,2,1,4,M,40,3,2,P,W,0,ALAMEDA,OAKLAND,2022
9457736,1,1,4,M,41,3,1,P,W,3,ALAMEDA,OAKLAND,2022
9458252,1,1,3,-,67,4,9,P,A,0,ALAMEDA,OAKLAND,2022
9458254,2,1,3,F,40,4,-,-,-,0,ALAMEDA,OAKLAND,2022
9465721,1,1,3,-,46,4,-,-,-,-,ALAMEDA,OAKLAND,2022
9472561,2,1,3,F,33,4,-,-,-,-,ALAMEDA,OAKLAND,2022
9472566,1,1,3,-,59,4,-,-,-,0,ALAMEDA,OAKLAND,2022
9473872,2,1,3,F,67,2,-,-,-,-,ALAMEDA,OAKLAND,2022
9473979,2,1,3,F,66,4,-,-,-,0,ALAMEDA,OAKLAND,2022
9474647,2,1,3,M,45,4,-,-,-,-,ALAMEDA,OAKLAND,2022
9477160,2,1,4,M,64,4,-,P,V,2,ALAMEDA,OAKLAND,2022
9482527,2,1,4,M,63,4,-,P,V,0,ALAMEDA,OAKLAND,2022
9492271,2,1,3,M,59,4,-,-,-,0,ALAMEDA,OAKLAND,2022
9497720,2,1,3,F,66,4,-,A,-,0,ALAMEDA,OAKLAND,2022
9498286,2,1,4,F,28,4,1,-,W,2,ALAMEDA,OAKLAND,2022
9504706,1,1,3,M,31,3,-,P,A,0,ALAMEDA,OAKLAND,2022
9504706,2,1,2,F,8,0,4,M,G,0,ALAMEDA,OAKLAND,2022
9504706,2,2,2,M,12,0,3,M,G,0,ALAMEDA,OAKLAND,2022
9504712,2,1,4,M,40,4,-,N,W,-,ALAMEDA,OAKLAND,2022
9516106,1,1,3,M,38,3,-,-,-,0,ALAMEDA,OAKLAND,2022
9516603,3,1,3,F,35,3,-,P,-,1,ALAMEDA,OAKLAND,2022
9516691,2,1,3,M,52,3,-,-,-,0,ALAMEDA,OAKLAND,2022
9518996,1,1,2,M,15,0,3,M,G,0,ALAMEDA,OAKLAND,2022
9518996,2,1,4,F,38,3,-,P,W,3,ALAMEDA,OAKLAND,2022
9520894,2,1,4,M,41,1,-,V,-,1,ALAMEDA,OAKLAND,2022
9523450,2,1,3,F,32,2,-,P,A,0,ALAMEDA,OAKLAND,2022
9523541,2,1,3,M,83,2,-,-,-,-,ALAMEDA,OAKLAND,2022
9523545,1,1,3,F,75,3,-,P,A,0,ALAMEDA,OAKLAND,2022
9523545,2,1,2,F,30,0,3,M,G,0,ALAMEDA,OAKLAND,2022
9524689,2,1,4,-,30,4,1,-,V,1,ALAMEDA,OAKLAND,2022
9525520,2,1,4,F,58,4,1,M,V,0,ALAMEDA,OAKLAND,2022
9527569,2,1,4,M,43,3,-,M,-,0,ALAMEDA,OAKLAND,2022
9528472,2,1,3,M,53,4,-,-,-,-,ALAMEDA,OAKLAND,2022
9529267,2,1,3,M,71,3,-,P,V,0,ALAMEDA,OAKLAND,2021
9529404,5,1,3,F,31,4,-,M,H,0,ALAMEDA,OAKLAND,2022
9538511,2,1,3,M,34,4,-,P,B,0,ALAMEDA,OAKLAND,2022
9539301,2,1,3,F,57,4,-,-,-,0,ALAMEDA,OAKLAND,2022
9539312,2,1,3,F,57,4,-,-,-,0,ALAMEDA,OAKLAND,2022
9539581,2,1,3,M,20,2,-,-,-,0,ALAMEDA,OAKLAND,2022
9541382,1,1,3,M,26,3,-,-,-,0,ALAMEDA,OAKLAND,2022
9541522,1,1,4,M,35,3,1,P,W,1,ALAMEDA,OAKLAND,2022
9553865,1,1,4,M,11,3,1,P,W,2,ALAMEDA,OAKLAND,2022
9560149,2,1,4,F,23,3,-,V,-,0,ALAMEDA,OAKLAND,2022
9562636,2,1,3,F,12,4,-,-,-,-,ALAMEDA,OAKLAND,2022
9566641,2,1,3,M,84,3,-,-,-,-,ALAMEDA,OAKLAND,2022
9586269,2,1,4,M,36,4,-,P,V,0,ALAMEDA,OAKLAND,2022
9595681,2,1,1,M,39,4,1,M,W,0,ALAMEDA,OAKLAND,2022
9595681,3,1,3,M,69,2,-,P,B,0,ALAMEDA,OAKLAND,2022
9617933,1,1,3,-,18,4,1,P,B,0,ALAMEDA,OAKLAND,2022
8465587,1,1,4,F,28,1,9,P,W,1,ALAMEDA,OAKLAND,2018
8465589,1,1,4,M,34,1,9,P,V,0,ALAMEDA,OAKLAND,2018
8560627,1,1,2,M,18,0,2,M,G,0,ALAMEDA,OAKLAND,2018
8560627,2,1,3,F,23,4,1,-,-,2,ALAMEDA,OAKLAND,2018
8560755,1,1,3,M,45,3,9,-,-,3,ALAMEDA,OAKLAND,2018
8560759,2,1,3,F,56,4,9,-,N,0,ALAMEDA,OAKLAND,2018
8565929,1,1,2,F,70,0,3,M,G,0,ALAMEDA,OAKLAND,2018
8565929,2,1,3,F,4,4,9,P,-,3,ALAMEDA,OAKLAND,2018
8569670,2,1,3,F,40,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8570249,2,1,3,M,47,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8570249,3,1,3,F,12,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8573342,1,1,3,F,61,3,9,P,-,0,ALAMEDA,OAKLAND,2018
8573342,2,1,2,M,22,0,9,M,G,0,ALAMEDA,OAKLAND,2018
8573342,2,2,2,F,22,0,9,M,G,0,ALAMEDA,OAKLAND,2018
8573511,2,1,3,F,24,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8576787,2,1,4,F,26,4,9,P,W,1,ALAMEDA,OAKLAND,2018
8576797,2,1,3,M,63,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8577533,2,1,4,M,33,4,1,P,V,1,ALAMEDA,OAKLAND,2018
8578654,2,1,4,M,30,3,1,P,W,1,ALAMEDA,OAKLAND,2018
8578686,2,1,3,M,83,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8578983,2,1,4,M,47,3,9,P,X,0,ALAMEDA,OAKLAND,2018
8579009,2,1,3,F,67,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8581740,2,1,3,F,64,4,1,-,-,0,ALAMEDA,OAKLAND,2018
8585282,2,1,4,M,45,4,9,P,W,2,ALAMEDA,OAKLAND,2018
8587329,2,1,3,M,52,3,9,-,-,0,ALAMEDA,OAKLAND,2018
8588009,1,1,4,M,36,3,9,P,V,0,ALAMEDA,OAKLAND,2018
8588009,2,1,2,F,76,4,6,M,D,0,ALAMEDA,OAKLAND,2018
8590120,2,1,4,M,54,4,1,P,W,0,ALAMEDA,OAKLAND,2018
8590426,2,1,3,F,64,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8590438,1,1,4,M,65,3,9,P,W,0,ALAMEDA,OAKLAND,2018
8590438,2,1,2,F,51,0,3,M,G,0,ALAMEDA,OAKLAND,2018
8590451,1,1,2,F,32,0,6,M,G,0,ALAMEDA,OAKLAND,2018
8590451,2,1,4,M,54,3,9,M,V,0,ALAMEDA,OAKLAND,2018
8597554,1,1,2,M,998,0,2,M,B,0,ALAMEDA,OAKLAND,2018
8597554,2,1,3,F,59,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8597595,1,1,4,M,23,4,9,V,-,0,ALAMEDA,OAKLAND,2018
8599336,1,1,2,M,24,4,3,L,H,0,ALAMEDA,OAKLAND,2018
8599336,3,1,3,M,32,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8599336,4,1,3,M,21,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8599340,2,1,3,M,46,4,1,-,-,0,ALAMEDA,OAKLAND,2018
8599779,2,1,4,M,39,4,9,P,V,0,ALAMEDA,OAKLAND,2018
8603137,1,1,4,M,48,3,9,N,V,1,ALAMEDA,OAKLAND,2018
8603899,2,1,4,-,26,4,9,P,V,0,ALAMEDA,OAKLAND,2018
8603927,2,1,3,F,54,4,9,P,H,0,ALAMEDA,OAKLAND,2018
8610120,1,1,3,-,68,3,9,-,-,0,ALAMEDA,OAKLAND,2018
8617289,2,1,4,F,33,4,9,-,V,0,ALAMEDA,OAKLAND,2018
8617321,2,1,3,M,17,3,9,-,-,0,ALAMEDA,OAKLAND,2018
8617453,2,1,3,M,43,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8617453,3,1,3,M,39,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8621129,2,1,4,F,65,4,9,W,-,1,ALAMEDA,OAKLAND,2018
8628995,2,1,4,M,17,4,1,P,V,1,ALAMEDA,OAKLAND,2018
8631663,2,1,4,F,28,4,9,P,A,0,ALAMEDA,OAKLAND,2018
8631680,1,1,3,M,51,2,9,-,-,0,ALAMEDA,OAKLAND,2018
8631680,2,1,2,F,35,0,3,M,G,0,ALAMEDA,OAKLAND,2018
8632723,2,1,3,M,59,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8634119,2,1,3,M,25,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8634642,2,1,4,F,47,3,9,-,V,0,ALAMEDA,OAKLAND,2018
8634654,2,1,4,M,58,3,1,P,V,0,ALAMEDA,OAKLAND,2018
8634666,2,1,4,M,28,4,9,P,V,0,ALAMEDA,OAKLAND,2018
8634718,2,1,3,M,75,3,9,-,-,0,ALAMEDA,OAKLAND,2018
8637865,2,1,4,M,47,3,1,M,V,0,ALAMEDA,OAKLAND,2018
8637913,2,1,4,F,10,3,9,P,W,0,ALAMEDA,OAKLAND,2018
8637917,2,1,3,M,38,4,9,P,-,0,ALAMEDA,OAKLAND,2018
8641320,2,1,3,M,88,2,9,P,A,0,ALAMEDA,OAKLAND,2018
8643033,2,1,3,F,80,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8644151,2,1,3,M,53,2,9,-,-,3,ALAMEDA,OAKLAND,2018
8645020,2,1,3,M,64,3,9,-,-,0,ALAMEDA,OAKLAND,2018
8645036,2,1,3,M,22,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8646797,2,1,4,M,62,3,1,P,V,1,ALAMEDA,OAKLAND,2018
8646958,2,1,2,F,67,0,3,M,G,0,ALAMEDA,OAKLAND,2018
8646958,2,2,2,F,10,0,4,M,G,0,ALAMEDA,OAKLAND,2018
8646958,3,1,2,F,10,4,4,M,G,0,ALAMEDA,OAKLAND,2018
8646958,3,2,2,M,5,4,6,M,Q,0,ALAMEDA,OAKLAND,2018
8646958,3,3,2,F,1,0,5,M,Q,0,ALAMEDA,OAKLAND,2018
8647013,2,1,3,F,23,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8653943,2,1,4,M,38,4,9,-,W,1,ALAMEDA,OAKLAND,2018
8655197,2,1,3,F,26,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8658433,2,1,4,M,31,4,9,-,V,3,ALAMEDA,OAKLAND,2018
8660475,2,1,3,F,44,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8663294,1,1,3,-,35,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8663298,2,1,4,M,64,4,9,P,A,1,ALAMEDA,OAKLAND,2018
8663326,1,1,4,M,28,4,1,P,V,1,ALAMEDA,OAKLAND,2018
8663508,1,1,3,M,40,3,9,-,-,1,ALAMEDA,OAKLAND,2018
8669046,2,1,4,M,61,4,9,V,-,3,ALAMEDA,OAKLAND,2018
8669907,2,1,4,M,26,4,9,P,V,0,ALAMEDA,OAKLAND,2018
8675191,2,1,3,F,32,3,9,P,A,0,ALAMEDA,OAKLAND,2018
8675427,1,1,4,-,30,2,2,P,V,1,ALAMEDA,OAKLAND,2018
8675430,2,1,3,M,33,4,9,M,A,0,ALAMEDA,OAKLAND,2018
8678185,2,1,4,F,25,3,9,-,-,3,ALAMEDA,OAKLAND,2018
8686942,2,1,3,F,63,3,9,-,-,3,ALAMEDA,OAKLAND,2018
8687555,2,1,3,F,67,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8687856,2,1,3,F,63,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8687860,2,1,3,F,74,4,9,P,-,0,ALAMEDA,OAKLAND,2018
8688071,2,1,4,M,50,3,9,P,W,3,ALAMEDA,OAKLAND,2018
8688291,2,1,3,F,68,4,9,-,-,1,ALAMEDA,OAKLAND,2018
8695094,1,1,2,F,15,0,3,-,G,0,ALAMEDA,OAKLAND,2018
8695094,3,1,3,F,55,3,9,P,A,0,ALAMEDA,OAKLAND,2018
8695273,2,1,4,M,48,3,9,-,B,3,ALAMEDA,OAKLAND,2018
8698747,2,1,3,F,42,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8698747,3,1,3,F,6,4,3,-,-,3,ALAMEDA,OAKLAND,2018
8701843,2,1,3,-,78,3,9,P,D,0,ALAMEDA,OAKLAND,2018
8705769,1,1,3,F,51,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8706672,2,1,3,F,60,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8706696,1,1,4,F,59,3,9,P,W,2,ALAMEDA,OAKLAND,2018
8706696,2,1,2,F,13,0,4,M,G,0,ALAMEDA,OAKLAND,2018
8710533,1,1,4,F,33,3,1,P,W,1,ALAMEDA,OAKLAND,2018
8710821,2,1,3,F,35,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8716189,2,1,3,M,34,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8717532,1,1,4,M,29,4,9,P,W,1,ALAMEDA,OAKLAND,2018
8717532,2,1,2,F,31,0,3,M,E,0,ALAMEDA,OAKLAND,2018
8717568,2,1,3,M,21,4,1,P,A,0,ALAMEDA,OAKLAND,2018
8717575,2,1,3,M,73,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8728670,2,1,4,F,37,4,9,V,-,1,ALAMEDA,OAKLAND,2018
8730915,3,1,3,F,27,4,9,P,A,0,ALAMEDA,OAKLAND,2018
8730927,2,1,3,M,13,4,9,P,V,1,ALAMEDA,OAKLAND,2018
8730935,1,1,3,M,39,2,9,P,-,0,ALAMEDA,OAKLAND,2018
8733727,2,1,3,F,44,4,1,-,-,0,ALAMEDA,OAKLAND,2018
8733743,2,1,3,F,33,2,9,-,-,3,ALAMEDA,OAKLAND,2018
8733743,3,1,3,M,2,2,9,-,-,3,ALAMEDA,OAKLAND,2018
8733935,2,1,3,F,15,3,9,P,-,0,ALAMEDA,OAKLAND,2018
8733935,3,1,3,M,10,4,9,P,-,0,ALAMEDA,OAKLAND,2018
8733943,2,1,4,M,35,3,1,-,W,1,ALAMEDA,OAKLAND,2018
8734060,2,1,3,M,28,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8734590,1,1,4,M,29,3,1,-,X,0,ALAMEDA,OAKLAND,2018
8734599,2,1,3,F,51,3,9,P,H,0,ALAMEDA,OAKLAND,2018
8736274,2,1,3,F,61,4,9,P,H,0,ALAMEDA,OAKLAND,2018
8737333,1,1,2,M,33,0,3,M,G,0,ALAMEDA,OAKLAND,2018
8737333,1,2,2,M,41,0,4,M,G,0,ALAMEDA,OAKLAND,2018
8737333,2,1,3,F,29,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8739128,1,1,3,F,54,4,9,P,B,0,ALAMEDA,OAKLAND,2018
8741583,1,1,3,F,70,4,9,P,B,0,ALAMEDA,OAKLAND,2018
8743002,2,1,3,M,54,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8743302,1,1,3,F,30,3,9,N,A,0,ALAMEDA,OAKLAND,2018
8748447,1,1,4,F,48,4,9,-,W,3,ALAMEDA,OAKLAND,2018
8749094,2,1,4,-,33,4,9,W,-,2,ALAMEDA,OAKLAND,2018
8749098,2,1,4,M,58,3,1,P,B,0,ALAMEDA,OAKLAND,2018
8749114,2,1,3,F,25,4,9,P,-,0,ALAMEDA,OAKLAND,2018
8749331,1,1,2,M,41,0,3,M,G,0,ALAMEDA,OAKLAND,2018
8749331,1,2,2,F,17,0,4,M,G,0,ALAMEDA,OAKLAND,2018
8749331,2,1,3,F,25,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8749335,2,1,3,F,53,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8751663,2,1,4,M,21,4,9,V,-,3,ALAMEDA,OAKLAND,2018
8751692,2,1,4,F,56,4,9,P,-,2,ALAMEDA,OAKLAND,2018
8752792,1,1,4,F,53,4,9,P,V,0,ALAMEDA,OAKLAND,2018
8753253,2,1,4,M,35,4,9,P,A,0,ALAMEDA,OAKLAND,2018
8754035,2,1,4,M,38,3,1,P,V,0,ALAMEDA,OAKLAND,2018
8754063,2,1,3,M,63,4,9,P,A,0,ALAMEDA,OAKLAND,2018
8754356,2,1,3,M,14,3,9,P,A,0,ALAMEDA,OAKLAND,2018
8754388,2,1,4,M,68,3,9,-,-,0,ALAMEDA,OAKLAND,2018
8755178,2,1,3,F,28,4,9,P,A,0,ALAMEDA,OAKLAND,2018
8756236,2,1,3,F,27,2,9,-,-,3,ALAMEDA,OAKLAND,2018
8756975,2,1,3,M,42,3,9,P,-,3,ALAMEDA,OAKLAND,2018
8760080,2,1,4,F,36,3,1,P,V,1,ALAMEDA,OAKLAND,2018
8763851,1,1,3,M,51,2,9,-,-,3,ALAMEDA,OAKLAND,2018
8763851,2,1,2,F,31,0,3,M,G,0,ALAMEDA,OAKLAND,2018
8770960,1,1,4,-,28,4,1,P,-,0,ALAMEDA,OAKLAND,2018
8770966,1,1,2,F,23,4,3,M,G,0,ALAMEDA,OAKLAND,2018
8770966,2,1,1,M,40,4,1,M,G,0,ALAMEDA,OAKLAND,2018
8770966,3,1,3,M,63,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8770982,2,1,3,M,16,3,9,-,-,3,ALAMEDA,OAKLAND,2018
8771145,2,1,3,F,87,4,9,P,-,3,ALAMEDA,OAKLAND,2018
8771193,2,1,4,M,30,4,9,M,A,0,ALAMEDA,OAKLAND,2018
8771219,1,1,4,M,16,3,9,P,V,1,ALAMEDA,OAKLAND,2018
8771219,2,1,2,F,21,0,3,M,G,0,ALAMEDA,OAKLAND,2018
8771219,2,2,2,F,70,0,6,M,G,0,ALAMEDA,OAKLAND,2018
8771220,1,1,3,M,63,3,9,P,-,0,ALAMEDA,OAKLAND,2018
8771220,2,1,4,M,53,4,9,A,-,2,ALAMEDA,OAKLAND,2018
8771228,1,1,3,M,66,2,9,P,-,0,ALAMEDA,OAKLAND,2018
8771228,2,1,2,F,17,0,3,M,G,0,ALAMEDA,OAKLAND,2018
8771252,2,1,4,M,16,4,9,M,V,0,ALAMEDA,OAKLAND,2018
8771268,2,1,3,F,54,2,9,P,-,0,ALAMEDA,OAKLAND,2018
8772908,2,1,4,F,55,4,1,P,A,0,ALAMEDA,OAKLAND,2018
8773898,2,1,3,M,1,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8774540,2,1,3,M,49,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8776069,2,1,4,M,32,3,1,P,A,0,ALAMEDA,OAKLAND,2018
8776806,2,1,3,F,63,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8778038,1,1,3,M,24,2,9,-,-,3,ALAMEDA,OAKLAND,2018
8778338,1,1,3,M,41,3,9,-,-,0,ALAMEDA,OAKLAND,2018
8778702,2,1,3,M,24,2,9,-,-,3,ALAMEDA,OAKLAND,2018
8778911,2,1,3,F,36,4,9,P,-,0,ALAMEDA,OAKLAND,2018
8778931,1,1,4,M,45,4,9,P,V,0,ALAMEDA,OAKLAND,2018
8778935,2,1,3,F,44,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8785673,1,1,2,M,30,0,2,M,B,0,ALAMEDA,OAKLAND,2018
8785673,2,1,3,M,65,2,1,-,-,0,ALAMEDA,OAKLAND,2018
8785684,2,1,3,F,14,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8785688,2,1,3,M,31,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8789266,2,1,3,F,25,4,9,-,-,0,ALAMEDA,OAKLAND,2018
