CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
9442337,3,1,3,F,29,4,-,-,-,-,ALAMEDA,OAKLAND,2021
9443267,1,1,3,M,75,4,-,-,-,-,ALAMEDA,OAKLAND,2021
9443277,2,1,4,F,26,4,-,-,W,0,ALAMEDA,OAKLAND,2021
9444764,2,1,4,M,30,4,1,-,W,1,ALAMEDA,OAKLAND,2021
9445232,2,1,3,F,13,3,-,P,-,0,ALAMEDA,OAKLAND,2022
9446222,2,1,4,F,10,4,-,P,X,0,ALAMEDA,OAKLAND,2022
9449906,2,1,3,M,48,4,-,-,-,0,ALAMEDA,OAKLAND,2022
9450419,2,1,4,M,76,2,-,-,-,-,ALAMEDA,OAKLAND,2022
9450679,2,1,3,F,28,4,-,-,-,-,ALAMEDA,OAKLAND,2022
9452045,2,1,2,F,21,0,3,M,A,0,ALAMEDA,OAKLAND,2021
9452045,3,1,2,F,52,0,3,M,G,0,ALAMEDA,OAKLAND,2021
9452045,3,2,2,M,11,0,4,M,G,0,ALAMEDA,OAKLAND,2021
9452045,3,3,2,F,9,0,6,M,G,0,ALAMEDA,OAKLAND,2021
9452045,5,1,3,M,46,4,-,P,A,3,ALAMEDA,OAKLAND,2021
9453618,2,1,4,M,66,3,1,P,A,3,ALAMEDA,OAKLAND,2022
9463702,2,1,3,F,31,4,-,-,-,0,ALAMEDA,OAKLAND,2021
9465712,1,1,3,M,66,3,-,P,-,1,ALAMEDA,OAKLAND,2022
9491396,2,1,4,M,64,4,-,P,V,0,ALAMEDA,OAKLAND,2022
9493909,2,1,4,M,42,3,-,W,-,1,ALAMEDA,OAKLAND,2022
9498086,2,1,4,-,31,4,1,P,V,0,ALAMEDA,OAKLAND,2022
9498089,2,1,4,M,26,4,-,N,V,0,ALAMEDA,OAKLAND,2022
9500665,1,1,3,M,66,2,1,-,-,-,ALAMEDA,OAKLAND,2022
9504755,2,1,3,M,37,4,-,-,-,0,ALAMEDA,OAKLAND,2022
9516692,2,1,4,-,43,4,-,P,W,0,ALAMEDA,OAKLAND,2022
9523001,1,1,4,-,48,4,1,-,V,-,ALAMEDA,OAKLAND,2022
9523003,2,1,3,M,33,4,-,-,-,-,ALAMEDA,OAKLAND,2022
9523813,2,1,4,-,7,3,-,P,V,0,ALAMEDA,OAKLAND,2022
9523836,2,1,3,-,32,2,-,P,-,0,ALAMEDA,OAKLAND,2022
9524157,2,1,3,M,34,4,-,-,-,0,ALAMEDA,OAKLAND,2022
9525519,2,1,3,-,40,4,-,-,-,-,ALAMEDA,OAKLAND,2022
9529418,2,1,3,-,68,3,-,-,-,0,ALAMEDA,OAKLAND,2022
9548657,2,1,3,-,40,4,-,-,-,-,ALAMEDA,OAKLAND,2022
8548693,2,1,3,F,47,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8560707,1,1,3,F,37,2,9,P,-,0,ALAMEDA,OAKLAND,2018
8560842,2,1,4,F,75,3,1,P,A,1,ALAMEDA,OAKLAND,2018
8567302,2,1,3,M,34,4,9,P,-,3,ALAMEDA,OAKLAND,2018
8575802,2,1,4,M,52,4,2,P,V,1,ALAMEDA,OAKLAND,2018
8577733,2,1,3,-,59,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8587661,1,1,4,M,29,4,9,P,V,1,ALAMEDA,OAKLAND,2018
8589189,1,1,4,M,49,4,1,V,-,0,ALAMEDA,OAKLAND,2018
8589399,2,1,3,F,32,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8589592,2,1,3,F,60,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8599775,2,1,3,M,44,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8610100,1,1,3,M,56,3,9,-,-,3,ALAMEDA,OAKLAND,2018
8617350,2,1,3,M,41,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8631692,2,1,4,F,27,2,9,P,W,1,ALAMEDA,OAKLAND,2018
8632731,2,1,3,M,50,3,9,M,-,3,ALAMEDA,OAKLAND,2018
8632735,1,1,4,-,52,2,9,P,V,1,ALAMEDA,OAKLAND,2018
8633977,1,1,1,M,30,4,1,M,G,0,ALAMEDA,OAKLAND,2018
8633977,2,1,2,M,34,0,6,L,G,0,ALAMEDA,OAKLAND,2018
8633977,2,2,2,F,26,0,4,L,G,0,ALAMEDA,OAKLAND,2018
8633977,3,1,3,M,51,3,9,-,-,0,ALAMEDA,OAKLAND,2018
8634148,3,1,3,F,20,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8639208,1,1,4,M,39,2,9,P,V,1,ALAMEDA,OAKLAND,2018
8639208,2,1,1,M,47,3,1,M,G,0,ALAMEDA,OAKLAND,2018
8641735,2,1,3,F,24,3,9,P,-,0,ALAMEDA,OAKLAND,2018
8646993,1,1,3,M,7,4,9,P,A,0,ALAMEDA,OAKLAND,2018
8656360,2,1,3,F,23,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8662175,2,1,3,M,8,3,9,-,-,3,ALAMEDA,OAKLAND,2018
8662179,2,1,4,M,42,4,9,A,-,3,ALAMEDA,OAKLAND,2018
8662684,2,1,4,M,54,4,9,P,A,0,ALAMEDA,OAKLAND,2018
8662777,2,1,3,M,8,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8668823,2,1,3,M,67,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8669103,1,1,3,M,27,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8669103,2,1,3,M,25,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8669103,3,1,2,M,41,0,9,M,-,3,ALAMEDA,OAKLAND,2018
8669323,2,1,3,F,63,4,9,P,-,3,ALAMEDA,OAKLAND,2018
8673347,1,1,4,M,24,4,1,-,V,0,ALAMEDA,OAKLAND,2018
8685912,1,1,4,M,56,4,9,P,W,1,ALAMEDA,OAKLAND,2018
8686946,1,1,3,-,51,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8686979,2,1,4,F,35,4,1,N,V,1,ALAMEDA,OAKLAND,2018
8687461,2,1,4,F,63,4,9,P,V,0,ALAMEDA,OAKLAND,2018
8689809,2,1,4,M,26,4,9,P,W,0,ALAMEDA,OAKLAND,2018
8689814,2,1,3,M,58,4,9,P,A,0,ALAMEDA,OAKLAND,2018
8690688,1,1,4,M,19,4,1,P,V,1,ALAMEDA,OAKLAND,2018
8690698,1,1,4,M,18,4,1,P,V,0,ALAMEDA,OAKLAND,2018
8690698,2,1,2,M,16,0,4,M,F,0,ALAMEDA,OAKLAND,2018
8690698,2,2,2,M,47,0,3,-,-,3,ALAMEDA,OAKLAND,2018
8690698,2,3,2,F,17,0,6,M,G,0,ALAMEDA,OAKLAND,2018
8705765,2,1,3,M,35,3,9,-,-,3,ALAMEDA,OAKLAND,2018
8705765,3,1,3,F,44,3,9,-,-,3,ALAMEDA,OAKLAND,2018
8706479,2,1,4,M,30,3,9,M,V,0,ALAMEDA,OAKLAND,2018
8706720,1,1,3,M,2,2,9,M,A,0,ALAMEDA,OAKLAND,2018
8706720,2,1,2,M,998,0,3,M,G,0,ALAMEDA,OAKLAND,2018
8709367,2,1,3,F,33,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8710455,2,1,3,F,47,4,1,P,-,0,ALAMEDA,OAKLAND,2018
8710841,2,1,3,M,45,4,9,N,A,0,ALAMEDA,OAKLAND,2018
8715195,1,1,1,F,22,3,1,L,H,1,ALAMEDA,OAKLAND,2018
8715195,1,2,2,M,2,3,6,M,Q,0,ALAMEDA,OAKLAND,2018
8715195,2,1,3,M,27,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8715872,2,1,3,M,29,4,9,P,A,0,ALAMEDA,OAKLAND,2018
8717531,1,1,4,M,17,4,1,P,V,1,ALAMEDA,OAKLAND,2018
8717576,2,1,3,M,50,3,9,-,-,3,ALAMEDA,OAKLAND,2018
8728650,2,1,3,M,54,4,9,P,A,0,ALAMEDA,OAKLAND,2018
8730841,2,1,3,F,69,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8730849,2,1,3,F,30,3,9,-,-,0,ALAMEDA,OAKLAND,2018
8730903,2,1,3,F,38,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8730920,1,1,1,M,30,2,9,M,W,1,ALAMEDA,OAKLAND,2018
8730920,2,1,2,F,44,0,9,M,G,0,ALAMEDA,OAKLAND,2018
8730920,3,1,3,F,74,4,9,M,A,0,ALAMEDA,OAKLAND,2018
8730947,2,1,3,F,31,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8740771,2,1,3,-,23,4,9,P,A,0,ALAMEDA,OAKLAND,2018
8741591,1,1,4,M,9,4,9,V,-,0,ALAMEDA,OAKLAND,2018
8741742,2,1,3,M,34,2,9,P,A,0,ALAMEDA,OAKLAND,2018
8742039,1,1,4,-,32,4,9,P,W,0,ALAMEDA,OAKLAND,2018
8742990,2,1,3,M,33,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8750964,2,1,3,F,86,2,9,-,-,3,ALAMEDA,OAKLAND,2018
8752768,2,1,4,M,33,3,1,P,W,2,ALAMEDA,OAKLAND,2018
8754376,1,1,4,M,65,3,9,N,V,1,ALAMEDA,OAKLAND,2018
8754533,1,1,4,M,40,4,1,P,W,1,ALAMEDA,OAKLAND,2018
8756967,2,1,2,-,998,3,9,-,-,3,ALAMEDA,OAKLAND,2018
8757766,2,1,4,F,29,3,9,P,W,0,ALAMEDA,OAKLAND,2018
8768891,2,1,3,F,72,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8770689,2,1,3,F,24,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8770916,2,1,3,M,71,3,9,-,-,3,ALAMEDA,OAKLAND,2018
8771149,2,1,4,M,23,4,9,P,V,0,ALAMEDA,OAKLAND,2018
8771259,2,1,3,M,37,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8772577,2,1,3,M,33,4,9,M,A,0,ALAMEDA,OAKLAND,2018
8785677,1,1,4,-,58,2,1,W,-,1,ALAMEDA,OAKLAND,2018
8785692,2,1,3,-,8,3,9,-,-,0,ALAMEDA,OAKLAND,2018
8785696,1,1,5,-,998,3,1,P,A,0,ALAMEDA,OAKLAND,2018
8785696,2,1,4,-,56,4,1,P,A,0,ALAMEDA,OAKLAND,2018
8785817,1,1,3,F,16,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8793919,2,1,3,F,34,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8795221,2,1,3,M,23,3,9,-,-,0,ALAMEDA,OAKLAND,2018
8795261,2,1,4,M,55,4,9,V,-,3,ALAMEDA,OAKLAND,2018
8800314,1,1,4,M,44,2,9,-,-,3,ALAMEDA,OAKLAND,2018
8800603,2,1,3,M,43,4,9,P,H,0,ALAMEDA,OAKLAND,2019
8804202,2,1,3,M,28,4,9,P,-,0,ALAMEDA,OAKLAND,2019
8815332,2,1,3,F,38,4,9,-,-,3,ALAMEDA,OAKLAND,2019
8815588,2,1,3,F,65,4,9,-,-,0,ALAMEDA,OAKLAND,2019
8816648,1,1,3,M,24,3,3,B,-,0,ALAMEDA,OAKLAND,2019
8816684,2,1,3,M,30,2,9,-,-,3,ALAMEDA,OAKLAND,2019
8816774,1,1,2,F,28,0,3,M,G,0,ALAMEDA,OAKLAND,2018
8816774,2,1,4,F,64,2,2,P,V,1,ALAMEDA,OAKLAND,2018
8820788,2,1,4,M,30,4,9,N,V,0,ALAMEDA,OAKLAND,2019
8827941,2,1,3,M,45,4,1,-,-,0,ALAMEDA,OAKLAND,2019
8831650,2,1,3,F,57,4,9,P,-,0,ALAMEDA,OAKLAND,2019
8843138,2,1,3,M,35,4,9,-,-,3,ALAMEDA,OAKLAND,2018
8843159,2,1,3,-,24,4,9,-,-,0,ALAMEDA,OAKLAND,2018
8843159,3,1,3,-,1,2,9,-,-,1,ALAMEDA,OAKLAND,2018
8848437,2,1,3,M,68,4,9,M,A,0,ALAMEDA,OAKLAND,2019
8849595,2,1,3,M,16,4,9,-,-,0,ALAMEDA,OAKLAND,2019
8850674,2,1,3,F,57,4,9,-,-,0,ALAMEDA,OAKLAND,2019
8851624,2,1,3,F,69,4,9,-,-,1,ALAMEDA,OAKLAND,2019
8862966,2,1,3,M,69,3,9,P,-,0,ALAMEDA,OAKLAND,2019
8870857,3,1,4,M,80,4,9,P,A,0,ALAMEDA,OAKLAND,2019
8874392,1,1,4,F,52,3,9,P,V,0,ALAMEDA,OAKLAND,2019
8874400,1,1,4,M,31,3,1,P,W,0,ALAMEDA,OAKLAND,2019
8877771,1,1,4,F,25,4,1,P,V,2,ALAMEDA,OAKLAND,2019
8880439,2,1,4,F,67,4,1,P,W,2,ALAMEDA,OAKLAND,2019
8880443,2,1,4,-,35,4,1,P,W,1,ALAMEDA,OAKLAND,2019
8882438,2,1,3,F,40,4,9,-,-,3,ALAMEDA,OAKLAND,2019
8882442,2,1,4,M,16,3,9,-,V,1,ALAMEDA,OAKLAND,2019
8893162,2,1,3,M,64,4,9,-,-,3,ALAMEDA,OAKLAND,2019
8893211,1,1,2,F,78,0,3,M,G,0,ALAMEDA,OAKLAND,2019
8893211,2,1,3,F,55,4,9,-,-,0,ALAMEDA,OAKLAND,2019
8894764,1,1,4,M,61,2,1,-,V,1,ALAMEDA,OAKLAND,2019
8894764,2,1,2,F,30,0,3,M,G,0,ALAMEDA,OAKLAND,2019
8899912,2,1,3,M,20,2,9,-,-,3,ALAMEDA,OAKLAND,2019
8899912,3,1,3,M,21,3,9,-,-,3,ALAMEDA,OAKLAND,2019
8902362,2,1,4,F,28,4,9,-,W,3,ALAMEDA,OAKLAND,2019
8908643,2,1,3,M,17,4,9,-,-,3,ALAMEDA,OAKLAND,2019
8908651,1,1,3,F,35,4,9,-,-,3,ALAMEDA,OAKLAND,2019
8911107,2,1,3,M,56,1,9,-,-,0,ALAMEDA,OAKLAND,2019
8922454,2,1,4,M,51,4,9,P,V,0,ALAMEDA,OAKLAND,2019
8922641,2,1,3,F,73,4,9,-,-,3,ALAMEDA,OAKLAND,2019
8926582,2,1,3,M,9,4,1,M,A,0,ALAMEDA,OAKLAND,2019
8935895,1,1,4,M,50,4,9,P,A,0,ALAMEDA,OAKLAND,2019
8937223,1,1,2,F,49,0,3,M,G,0,ALAMEDA,OAKLAND,2019
8937223,2,1,4,F,28,4,9,P,W,3,ALAMEDA,OAKLAND,2019
8939238,2,1,3,-,46,1,9,-,-,3,ALAMEDA,OAKLAND,2019
8939239,1,1,2,-,998,4,3,M,H,0,ALAMEDA,OAKLAND,2019
8939239,1,2,2,-,998,0,4,M,H,0,ALAMEDA,OAKLAND,2019
8939239,1,3,2,-,998,0,6,M,H,0,ALAMEDA,OAKLAND,2019
8939239,2,1,3,-,30,1,9,-,-,3,ALAMEDA,OAKLAND,2019
8939239,3,1,3,-,6,1,9,-,-,3,ALAMEDA,OAKLAND,2019
8939239,4,1,3,-,20,2,9,-,-,3,ALAMEDA,OAKLAND,2019
8943871,2,1,3,F,50,4,9,P,-,0,ALAMEDA,OAKLAND,2019
8944668,1,1,4,F,17,4,9,-,A,0,ALAMEDA,OAKLAND,2019
8944668,2,1,2,F,8,0,6,M,G,0,ALAMEDA,OAKLAND,2019
8965284,2,1,3,-,58,3,9,-,-,0,ALAMEDA,OAKLAND,2019
8965288,2,1,4,M,59,4,9,W,-,3,ALAMEDA,OAKLAND,2019
8965399,1,1,1,-,25,4,1,L,G,0,ALAMEDA,OAKLAND,2019
8965399,1,2,2,-,998,0,4,G,M,0,ALAMEDA,OAKLAND,2019
8965399,1,3,2,F,18,3,3,M,G,0,ALAMEDA,OAKLAND,2019
8965399,3,1,3,-,47,3,9,P,-,0,ALAMEDA,OAKLAND,2019
8965423,2,1,3,F,35,4,9,P,-,0,ALAMEDA,OAKLAND,2019
8966207,2,1,3,-,64,4,9,P,-,0,ALAMEDA,OAKLAND,2019
8977328,2,1,4,M,31,4,9,-,W,3,ALAMEDA,OAKLAND,2019
8979311,2,1,3,F,48,4,9,-,-,3,ALAMEDA,OAKLAND,2019
8982360,2,1,3,M,59,4,9,-,-,3,ALAMEDA,OAKLAND,2019
8991683,1,1,4,F,33,4,1,P,W,2,ALAMEDA,OAKLAND,2019
8991683,2,1,2,M,5,0,4,M,Q,0,ALAMEDA,OAKLAND,2019
8992025,1,1,2,M,20,0,3,M,G,0,ALAMEDA,OAKLAND,2019
8992025,2,1,3,M,24,4,9,-,-,3,ALAMEDA,OAKLAND,2019
8992041,2,1,4,M,40,4,9,-,-,0,ALAMEDA,OAKLAND,2019
8993330,2,1,3,M,67,4,9,-,-,3,ALAMEDA,OAKLAND,2019
8993350,2,1,3,F,55,4,9,-,-,3,ALAMEDA,OAKLAND,2019
8996150,1,1,3,F,13,4,9,P,-,3,ALAMEDA,OAKLAND,2019
8996150,2,1,2,M,1,0,5,M,G,0,ALAMEDA,OAKLAND,2019
8996150,2,2,2,F,59,0,3,M,G,0,ALAMEDA,OAKLAND,2019
8996150,2,3,2,M,67,0,4,M,G,0,ALAMEDA,OAKLAND,2019
8996156,2,1,3,M,37,4,9,-,-,3,ALAMEDA,OAKLAND,2019
9001725,2,1,4,M,27,4,1,P,V,1,ALAMEDA,OAKLAND,2019
9002533,2,1,3,F,15,2,9,-,-,3,ALAMEDA,OAKLAND,2019
9004655,1,1,4,M,56,4,9,P,V,0,ALAMEDA,OAKLAND,2019
9009081,1,1,3,F,50,4,9,P,A,0,ALAMEDA,OAKLAND,2019
9009806,2,1,4,M,48,4,9,P,W,2,ALAMEDA,OAKLAND,2019
9009856,2,1,3,F,49,4,9,-,-,3,ALAMEDA,OAKLAND,2019
9009893,1,1,4,M,60,4,1,-,V,0,ALAMEDA,OAKLAND,2019
9017369,2,1,4,M,40,3,1,P,X,0,ALAMEDA,OAKLAND,2020
9019903,1,1,4,M,54,4,1,P,W,1,ALAMEDA,OAKLAND,2019
9021821,2,1,3,F,55,3,9,-,-,3,ALAMEDA,OAKLAND,2019
9028906,2,1,3,F,29,3,9,N,B,0,ALAMEDA,OAKLAND,2019
9035297,1,1,3,M,63,3,9,-,-,0,ALAMEDA,OAKLAND,2020
9036735,2,1,3,F,27,4,9,-,-,0,ALAMEDA,OAKLAND,2019
9037686,2,1,3,M,64,4,9,-,-,0,ALAMEDA,OAKLAND,2020
9039151,1,1,4,M,30,4,1,P,V,0,ALAMEDA,OAKLAND,2019
9043049,2,1,3,F,27,4,9,M,-,0,ALAMEDA,OAKLAND,2020
9043502,2,1,4,M,64,3,9,P,V,2,ALAMEDA,OAKLAND,2020
9043610,2,1,3,F,30,4,9,N,-,0,ALAMEDA,OAKLAND,2020
9045295,2,1,3,-,30,2,9,P,-,3,ALAMEDA,OAKLAND,2019
9045510,1,1,4,M,34,3,9,P,V,0,ALAMEDA,OAKLAND,2019
9045817,1,1,4,-,998,3,9,-,X,3,ALAMEDA,OAKLAND,2019
9045818,2,1,3,F,28,4,9,-,-,0,ALAMEDA,OAKLAND,2019
9046180,2,1,3,F,37,3,9,-,-,0,ALAMEDA,OAKLAND,2019
9054305,2,1,3,M,52,4,9,P,-,0,ALAMEDA,OAKLAND,2020
9054341,1,1,4,F,53,3,9,P,V,0,ALAMEDA,OAKLAND,2020
9054341,2,1,2,F,23,0,3,M,G,0,ALAMEDA,OAKLAND,2020
9055154,2,1,4,F,42,4,9,P,W,1,ALAMEDA,OAKLAND,2019
9056613,1,1,2,F,40,0,4,M,G,0,ALAMEDA,OAKLAND,2020
9056613,2,1,3,F,66,3,9,P,-,0,ALAMEDA,OAKLAND,2020
9057416,1,1,4,M,49,4,-,N,V,0,ALAMEDA,OAKLAND,2020
9059628,2,1,3,M,51,4,9,N,A,0,ALAMEDA,OAKLAND,2020
9060158,2,1,4,M,44,3,1,P,B,0,ALAMEDA,OAKLAND,2019
9064744,1,1,4,M,57,4,-,X,-,2,ALAMEDA,OAKLAND,2020
9068889,2,1,3,M,50,4,-,P,A,0,ALAMEDA,OAKLAND,2020
9069315,1,1,3,M,33,2,-,P,-,0,ALAMEDA,OAKLAND,2020
9071730,2,1,3,F,65,3,9,P,-,0,ALAMEDA,OAKLAND,2019
9072766,2,1,4,M,39,4,-,P,Y,1,ALAMEDA,OAKLAND,2020
9072769,2,1,4,M,49,4,1,P,W,1,ALAMEDA,OAKLAND,2020
9076175,1,1,3,M,75,4,9,-,-,3,ALAMEDA,OAKLAND,2019
9076175,2,1,3,F,77,4,9,-,-,3,ALAMEDA,OAKLAND,2019
9076175,3,1,2,M,49,0,3,M,G,0,ALAMEDA,OAKLAND,2019
9076361,2,1,3,F,77,4,9,-,-,3,ALAMEDA,OAKLAND,2019
9083588,2,1,2,F,18,4,4,P,G,0,ALAMEDA,OAKLAND,2019
9083588,2,2,4,F,39,4,1,G,-,0,ALAMEDA,OAKLAND,2019
9087487,2,1,3,F,12,4,-,-,-,0,ALAMEDA,OAKLAND,2019
9092248,1,1,4,M,43,4,1,P,V,0,ALAMEDA,OAKLAND,2020
9092407,1,1,4,F,39,2,9,P,V,0,ALAMEDA,OAKLAND,2020
9094325,2,1,3,F,43,4,-,-,-,-,ALAMEDA,OAKLAND,2020
9108333,2,1,4,M,44,4,-,P,A,2,ALAMEDA,OAKLAND,2020
91091274,1,1,3,M,38,1,9,-,-,-,ALAMEDA,OAKLAND,2019
9111006,2,1,3,M,48,4,-,-,-,0,ALAMEDA,OAKLAND,2020
9111006,3,1,1,M,52,4,1,M,G,0,ALAMEDA,OAKLAND,2020
9113293,2,1,3,F,24,2,1,-,-,3,ALAMEDA,OAKLAND,2020
9113293,3,1,1,M,22,4,1,P,-,1,ALAMEDA,OAKLAND,2020
9114940,1,1,3,F,26,4,-,-,-,0,ALAMEDA,OAKLAND,2020
91176985,3,1,1,M,39,7,1,M,G,0,ALAMEDA,OAKLAND,2020
91176985,4,1,3,F,33,7,0,-,P,0,ALAMEDA,OAKLAND,2020
91176985,5,1,3,M,69,6,0,-,P,0,ALAMEDA,OAKLAND,2020
91176985,6,1,3,F,42,5,0,-,P,0,ALAMEDA,OAKLAND,2020
9123742,2,1,3,M,85,4,-,-,-,0,ALAMEDA,OAKLAND,2020
9129209,2,1,3,M,2,3,9,P,B,0,ALAMEDA,OAKLAND,2020
9134783,2,1,3,-,21,4,-,-,-,0,ALAMEDA,OAKLAND,2020
9136410,2,1,3,M,32,3,-,P,B,0,ALAMEDA,OAKLAND,2020
91379735,3,1,3,M,16,1,9,-,-,-,ALAMEDA,OAKLAND,2020
91400199,1,1,3,M,55,1,9,-,-,-,ALAMEDA,OAKLAND,2020
9140777,2,1,3,-,63,4,-,N,A,0,ALAMEDA,OAKLAND,2020
9140780,1,1,3,M,59,4,-,-,-,0,ALAMEDA,OAKLAND,2020
9140780,2,1,2,F,23,0,2,M,C,0,ALAMEDA,OAKLAND,2020
91468615,3,1,3,F,21,5,0,-,P,0,ALAMEDA,OAKLAND,2021
9149327,1,1,4,M,27,3,-,N,A,0,ALAMEDA,OAKLAND,2020
9151476,2,1,2,M,25,4,3,L,G,0,ALAMEDA,OAKLAND,2020
91529352,1,1,3,F,46,1,9,-,-,-,ALAMEDA,OAKLAND,2021
91529352,2,1,3,F,43,5,9,-,-,-,ALAMEDA,OAKLAND,2021
9153253,2,1,3,F,44,3,-,-,-,-,ALAMEDA,OAKLAND,2020
9153897,1,1,4,F,26,4,1,P,V,0,ALAMEDA,OAKLAND,2020
9153897,2,1,2,F,15,0,3,M,G,0,ALAMEDA,OAKLAND,2020
9153897,2,2,2,F,48,0,6,M,G,0,ALAMEDA,OAKLAND,2020
9155038,1,1,2,F,23,0,-,M,G,0,ALAMEDA,OAKLAND,2020
9155038,2,1,3,M,30,3,-,P,A,0,ALAMEDA,OAKLAND,2020
9156657,2,1,3,-,76,4,-,P,-,-,ALAMEDA,OAKLAND,2020
9156757,1,1,4,M,24,4,1,P,W,0,ALAMEDA,OAKLAND,2020
9158177,2,1,3,F,38,2,-,P,A,0,ALAMEDA,OAKLAND,2020
9160793,3,1,3,M,16,4,-,P,-,0,ALAMEDA,OAKLAND,2020
9161602,1,1,2,M,7,0,3,M,G,0,ALAMEDA,OAKLAND,2020
9161602,2,1,4,-,25,4,-,P,W,1,ALAMEDA,OAKLAND,2020
91616728,3,1,3,M,51,6,9,-,-,-,ALAMEDA,OAKLAND,2021
9161730,2,1,3,M,64,3,-,M,G,0,ALAMEDA,OAKLAND,2020
9163591,1,1,2,F,20,0,3,M,G,0,ALAMEDA,OAKLAND,2020
9163591,2,1,4,M,32,4,-,P,V,0,ALAMEDA,OAKLAND,2020
9163898,1,1,4,M,28,4,-,-,-,-,ALAMEDA,OAKLAND,2020
9167744,2,1,4,F,33,4,-,W,-,0,ALAMEDA,OAKLAND,2020
9169775,1,1,3,-,31,3,-,-,-,0,ALAMEDA,OAKLAND,2021
9169775,2,1,2,F,44,0,2,M,G,0,ALAMEDA,OAKLAND,2021
9172858,2,1,3,F,21,4,-,-,-,0,ALAMEDA,OAKLAND,2022
91761726,1,1,3,M,19,1,9,P,-,-,ALAMEDA,OAKLAND,2021
9178330,1,1,3,M,31,4,-,-,-,-,ALAMEDA,OAKLAND,2020
9178417,2,1,3,F,40,4,-,-,-,0,ALAMEDA,OAKLAND,2020
9182291,2,1,3,F,53,4,-,-,-,-,ALAMEDA,OAKLAND,2020
9188600,2,1,3,F,53,4,-,-,-,0,ALAMEDA,OAKLAND,2020
9189220,1,1,1,M,76,4,1,M,G,0,ALAMEDA,OAKLAND,2020
9189220,1,2,2,F,75,0,3,M,G,0,ALAMEDA,OAKLAND,2020
91909875,1,1,3,F,32,5,9,-,-,-,ALAMEDA,OAKLAND,2022
91909875,2,1,2,F,10,5,6,P,Q,0,ALAMEDA,OAKLAND,2022
91909875,3,1,1,M,24,6,1,L,G,0,ALAMEDA,OAKLAND,2022
91909875,3,2,2,F,26,6,3,L,G,0,ALAMEDA,OAKLAND,2022
9191016,2,1,3,M,39,4,-,-,-,0,ALAMEDA,OAKLAND,2020
9191501,2,1,3,M,33,3,-,P,B,0,ALAMEDA,OAKLAND,2020
9195484,2,1,3,F,47,4,-,-,-,-,ALAMEDA,OAKLAND,2020
91975597,1,1,6,M,39,6,0,B,G,0,ALAMEDA,OAKLAND,2022
91975597,3,1,3,M,28,6,0,-,-,1,ALAMEDA,OAKLAND,2022
9197663,2,1,3,-,32,4,-,-,-,-,ALAMEDA,OAKLAND,2019
91991562,2,1,3,F,25,1,0,-,-,-,ALAMEDA,OAKLAND,2022
9199237,2,1,3,F,53,4,-,P,A,0,ALAMEDA,OAKLAND,2020
9199856,1,1,4,M,28,4,-,-,-,-,ALAMEDA,OAKLAND,2020
9199856,2,1,2,M,28,0,-,P,W,2,ALAMEDA,OAKLAND,2020
9201754,1,1,3,M,56,4,-,-,-,-,ALAMEDA,OAKLAND,2020
9203368,1,1,3,F,32,4,-,-,B,0,ALAMEDA,OAKLAND,2020
9206877,2,1,3,-,49,4,-,-,-,-,ALAMEDA,OAKLAND,2020
9208157,2,1,3,M,38,4,6,-,-,-,ALAMEDA,OAKLAND,2019
9209997,2,1,3,M,23,4,-,P,A,3,ALAMEDA,OAKLAND,2020
9219718,2,1,1,M,26,3,1,L,G,0,ALAMEDA,OAKLAND,2020
9219718,3,1,3,M,46,3,-,P,B,0,ALAMEDA,OAKLAND,2020
9224716,2,1,3,M,62,3,-,P,-,0,ALAMEDA,OAKLAND,2021
9227166,2,1,3,M,75,2,-,-,-,-,ALAMEDA,OAKLAND,2021
9229633,1,1,2,M,19,0,3,M,G,0,ALAMEDA,OAKLAND,2020
